,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10
69,0.14196919,0.0035732344,0.0035725718,0.11958206,0.13324685,0.0035733944,0.18531552,0.003572809,0.0035727934,0.40202156
70,0.0083379755,0.008336707,0.008334097,0.008335697,0.31706175,0.24070458,0.38388047,0.008338893,0.00833519,0.008334629
71,0.0033357148,0.19767074,0.0033352003,0.31892252,0.0033358515,0.0033351907,0.19249824,0.0033351781,0.088428766,0.18580258
72,0.1462884,0.0055578128,0.0055585396,0.22860734,0.10481447,0.32332876,0.005557853,0.07622259,0.0055578463,0.09850645
73,0.004350507,0.17738973,0.004352125,0.13340557,0.004350545,0.004350551,0.5917459,0.0043512667,0.07135172,0.004352071
74,0.24670379,0.0050012395,0.0050014947,0.3385652,0.0050030276,0.0050028493,0.0050019324,0.09811562,0.0050018663,0.28660294
75,0.0028579033,0.0028583505,0.0028576867,0.18946552,0.0028582192,0.118018895,0.6725087,0.002858793,0.002858066,0.0028578476
76,0.0055583767,0.005557145,0.0055595487,0.44927302,0.32047853,0.0055606165,0.005559068,0.19133572,0.005558717,0.0055592246
77,0.04051146,0.1866475,0.0031270501,0.0031266732,0.0031267428,0.07717974,0.0031273759,0.0031265304,0.0031268692,0.6769001
78,0.008334749,0.47443897,0.008337012,0.00833444,0.008334572,0.0083376905,0.008334971,0.008334617,0.008336314,0.45887664
79,0.003706549,0.0037051195,0.003706616,0.0037062608,0.0037062862,0.122153826,0.4342237,0.4176789,0.0037060734,0.003706684
80,0.26403427,0.002858078,0.0028587398,0.0028581668,0.0028583962,0.0028586981,0.19542848,0.17873871,0.0028583545,0.34464815
81,0.0031273025,0.0031265565,0.078845836,0.31362322,0.003126621,0.003126491,0.4512324,0.1375365,0.003127239,0.003127841
82,0.0040027294,0.004001769,0.004001654,0.004001502,0.2946292,0.004000558,0.004001582,0.1048552,0.5725044,0.0040014326
83,0.29630956,0.007693459,0.0076949894,0.0076948744,0.245153,0.00769315,0.2527963,0.15957355,0.007696999,0.007694118
84,0.0043498157,0.004349978,0.004350285,0.004349961,0.004349646,0.004351313,0.38620636,0.27079007,0.12271968,0.19418293
85,0.10335175,0.19708318,0.003226901,0.0032265924,0.0032274358,0.0032267584,0.5610575,0.0032266972,0.0032270732,0.11914608
86,0.0038467385,0.0038464281,0.0038468437,0.0038472104,0.0038465806,0.0038468419,0.0038480703,0.0038474586,0.003847462,0.9653764
87,0.13614006,0.0027788738,0.14972156,0.0027785432,0.18904957,0.1588759,0.0027790628,0.0027795222,0.3523177,0.0027791339
88,0.004348924,0.0043482417,0.0043488215,0.0043490436,0.0043489467,0.004349149,0.5711734,0.0043493058,0.004348979,0.3940351
89,0.13893604,0.0023265008,0.0023265795,0.002326366,0.002326154,0.0023263944,0.24807143,0.0023267593,0.0023267984,0.596707
90,0.002942024,0.002942137,0.0029417968,0.3197973,0.0029423048,0.0029429318,0.2409554,0.15847798,0.0029424424,0.26311564
91,0.041902855,0.003573155,0.32774138,0.14247787,0.0035739245,0.0035724244,0.46644038,0.0035728973,0.0035727466,0.0035723762
92,0.002703946,0.0027033915,0.0027050376,0.33366862,0.17735058,0.0027039833,0.1785451,0.002704007,0.082626924,0.21428838
93,0.0071457536,0.0071451105,0.007144483,0.0071464055,0.007144522,0.14184806,0.3108715,0.0071459804,0.17794238,0.3264658
94,0.11274998,0.06918282,0.0033342142,0.003334616,0.22661886,0.0033345632,0.5714412,0.0033345877,0.0033343174,0.0033348917
95,0.0041682445,0.004167816,0.0041679274,0.2814916,0.0041684527,0.0041688755,0.0041681775,0.004168034,0.004168152,0.6851627
96,0.0033342738,0.003334238,0.2622217,0.0033341006,0.052382164,0.003334205,0.31630018,0.34909064,0.003334596,0.0033338892
97,0.06948555,0.0030311218,0.39291057,0.13807262,0.0030321148,0.0030309968,0.0030314287,0.0030310692,0.38134298,0.003031554
98,0.004004011,0.0040012575,0.15375665,0.0040017674,0.07522895,0.004001944,0.43404636,0.004001648,0.0040020724,0.31295535
99,0.0033346412,0.0033336293,0.0033345653,0.0033345623,0.11964504,0.0033347185,0.27894068,0.003334295,0.003334468,0.57807344
100,0.0038476312,0.0038472288,0.0038473369,0.23689091,0.003846786,0.17738901,0.003848546,0.0038473203,0.003847476,0.55878776
101,0.0035743436,0.0035727948,0.067292914,0.0035735702,0.0035738484,0.0035731771,0.37455165,0.003573205,0.12267249,0.41404203
102,0.002942199,0.14068402,0.0029425675,0.002942696,0.0029430029,0.0029428995,0.3095724,0.0029421733,0.28394416,0.24814391
103,0.004349533,0.0043489574,0.004350085,0.4597319,0.16799116,0.0043493193,0.27729046,0.004349922,0.004349536,0.06888908
104,0.13977742,0.004348295,0.004348848,0.0043488946,0.0043481546,0.0043484326,0.0043491763,0.0043483344,0.39063737,0.43914506
105,0.04617279,0.0035719345,0.316844,0.0035725376,0.0035723683,0.0035725315,0.0035723248,0.38027978,0.003572258,0.23526947
106,0.003572755,0.0035725506,0.0035730398,0.00357303,0.0035727539,0.003573181,0.57415175,0.0035728316,0.16828947,0.2325486
107,0.0043508066,0.0043489398,0.0043491046,0.2736079,0.0043486045,0.004348901,0.12834172,0.004349029,0.40715575,0.16479924
108,0.0045469454,0.00454663,0.15180974,0.0045472123,0.0045465454,0.14776169,0.38397092,0.0045471815,0.0045472034,0.28917593
109,0.0031261523,0.0031269307,0.0031268084,0.33787823,0.0031255838,0.003126471,0.3741066,0.0031263365,0.0031265584,0.26613036
110,0.0037047619,0.11520662,0.0037046273,0.0037062513,0.003705621,0.0037055574,0.72778344,0.13107212,0.0037055234,0.0037054934
111,0.0047637178,0.0047639497,0.0047638053,0.0047634672,0.004764095,0.24473989,0.24386866,0.21429117,0.0047639827,0.2685173
112,0.002778792,0.0027786843,0.0027787061,0.52299935,0.0027785916,0.06962402,0.0027787948,0.18513438,0.0027788118,0.20556991
113,0.30866536,0.15181379,0.14202593,0.003847689,0.0038473026,0.0038472968,0.0038477278,0.0038478847,0.37440893,0.003848086
114,0.0045459005,0.004546416,0.004546545,0.36816993,0.0045472654,0.004546424,0.004547043,0.36275494,0.2372494,0.0045460854
115,0.0033338654,0.0033346985,0.28869158,0.003334843,0.29050863,0.0033345674,0.0033345276,0.16463569,0.16577707,0.073714554
116,0.011112545,0.011112194,0.29519022,0.011116828,0.011111978,0.011113682,0.29134727,0.011112321,0.011114187,0.33566877
117,0.20213525,0.184161,0.0037056631,0.0037061202,0.0037048543,0.0037052091,0.58776546,0.003705998,0.0037054168,0.0037050245
118,0.4424764,0.004168356,0.004168263,0.004167309,0.00416886,0.0041679395,0.3008559,0.16840205,0.063257165,0.004167773
119,0.15299748,0.0028583962,0.0028583868,0.4337721,0.0028589377,0.0028579282,0.0028585235,0.11149075,0.002858265,0.28458926
120,0.2553454,0.003847904,0.00384724,0.25952202,0.09311222,0.003846797,0.060880713,0.0038474698,0.003847046,0.31190315
121,0.06843369,0.002703578,0.0430277,0.05666356,0.1187255,0.20705257,0.13437444,0.1699617,0.0027039517,0.19635329
122,0.21165067,0.004349427,0.0043492666,0.004349945,0.081768505,0.0043508722,0.26402894,0.16649665,0.074446306,0.18420945
123,0.31575376,0.1924995,0.0043493975,0.11985831,0.0043491344,0.0043485663,0.3457946,0.004349096,0.0043489044,0.004348697
124,0.00500319,0.005001733,0.0050021852,0.005001514,0.005003196,0.0050015664,0.15372688,0.0050017405,0.10132226,0.7099357
125,0.16754237,0.004001274,0.0040013934,0.17736161,0.09515475,0.004000963,0.1051328,0.0040007746,0.31951255,0.11929152
126,0.0040007615,0.0040007434,0.004001172,0.12208407,0.17558202,0.0040022936,0.2766256,0.4017008,0.004001622,0.0040008775
127,0.24921805,0.003227466,0.12388066,0.08916183,0.003227641,0.0032274716,0.18671624,0.1154148,0.22269851,0.0032273475
128,0.0030312708,0.0030313735,0.0030317327,0.1235509,0.003032644,0.04670119,0.6587342,0.0030319758,0.1528224,0.00303236
129,0.041661058,0.0012823384,0.22345354,0.066699795,0.04077112,0.0012825853,0.2126171,0.12876514,0.22073416,0.06273316
130,0.0031260727,0.0031254725,0.041306503,0.13805209,0.0031256923,0.00312579,0.67193556,0.12995076,0.0031258452,0.003126248
131,0.001471399,0.0014709191,0.0014713369,0.07193405,0.0014712262,0.0014715148,0.66953665,0.21408713,0.0014711911,0.035614587
132,0.08191401,0.05271308,0.16918659,0.056405816,0.05199838,0.0019238417,0.13992827,0.0019239646,0.090972774,0.3530333
133,0.32764727,0.002041718,0.25324562,0.17440085,0.0020415115,0.13969083,0.0020417224,0.0020422766,0.0020420798,0.09480614
134,0.054996114,0.0021745157,0.0021747416,0.19420086,0.002174679,0.0021746778,0.002175198,0.0021749663,0.002174927,0.7355793
135,0.0025652158,0.0025652759,0.18665783,0.24377123,0.0025662014,0.11857441,0.10994671,0.0025662398,0.0025654458,0.3282214
136,0.15855674,0.002942639,0.0029438634,0.34288007,0.0029431635,0.0029427728,0.3406814,0.0029427577,0.14022388,0.0029427109
137,0.36221147,0.16717637,0.004001566,0.0040017427,0.13838924,0.004000898,0.22439645,0.0040021148,0.08781879,0.0040013217
138,0.03714074,0.0019240594,0.07973036,0.0019236621,0.0019234974,0.0019240793,0.68147963,0.0019238034,0.0019237899,0.19010633
139,0.0030319334,0.003031454,0.042238805,0.20372818,0.105210446,0.0030311816,0.63063365,0.0030312904,0.0030316305,0.003031453
140,0.14672826,0.0041678855,0.004168309,0.004167729,0.0041678203,0.004167998,0.34785405,0.0041686515,0.0041678078,0.47624153
141,0.002439807,0.0024398388,0.0024399317,0.20995842,0.0024398204,0.0024398451,0.6288794,0.002440414,0.0024400104,0.14408246
142,0.0032262537,0.003226205,0.0032267733,0.51070845,0.0032266262,0.0032271629,0.26771212,0.0032264865,0.19899288,0.0032270437
143,0.20976405,0.003449726,0.49822304,0.00344959,0.19319549,0.003448908,0.078119695,0.0034489613,0.003449933,0.0034505916
144,0.101157226,0.002632783,0.21715614,0.19651212,0.002632283,0.0026328613,0.2991986,0.002632451,0.0026328915,0.17281267
145,0.0032281317,0.003227237,0.003226493,0.0032265407,0.051239643,0.0032269333,0.6104539,0.0032272253,0.0032268588,0.31571698
146,0.005885613,0.0058857575,0.09130623,0.0058884723,0.005885977,0.005886807,0.5408764,0.0058856686,0.0058874004,0.3266117
147,0.0018530748,0.026210345,0.0018530594,0.38818926,0.16287753,0.07204857,0.08762263,0.088105895,0.0018528941,0.16938673
148,0.0038468293,0.0038470055,0.0038477685,0.0038471639,0.06362694,0.0038472598,0.31539845,0.003847465,0.003847462,0.5940436
149,0.003449586,0.003449345,0.0034491061,0.0034495674,0.0034493092,0.0034495853,0.96895564,0.0034490533,0.0034492486,0.0034495462
150,0.0043483926,0.0043493337,0.0043489374,0.0043486813,0.13205269,0.0043499507,0.2684811,0.121203676,0.0043492527,0.45216796
151,0.003847342,0.0038470482,0.2076328,0.2699447,0.045698322,0.003847512,0.45364097,0.0038470626,0.0038473934,0.0038468947
152,0.3398013,0.0076992754,0.007695484,0.37453455,0.007692985,0.007693,0.007694012,0.23179962,0.007694965,0.007694827
153,0.004167383,0.13398054,0.004168432,0.0041678944,0.0041685896,0.0041679717,0.23097973,0.4298606,0.004168318,0.18017054
154,0.083629265,0.18290894,0.059633203,0.31147245,0.0021284437,0.075387895,0.12135508,0.002129057,0.1592268,0.002128861
155,0.00434955,0.004348937,0.32665324,0.0043503786,0.004350808,0.004350098,0.5105184,0.00435043,0.0043493,0.13237894
156,0.0035733676,0.0035720796,0.00357317,0.0035731588,0.003572824,0.0035730577,0.68849796,0.28291923,0.003572487,0.0035726714
157,0.041119907,0.0025657334,0.1260523,0.00256518,0.11593223,0.0025653807,0.0025655308,0.09050401,0.42320904,0.19292063
158,0.08063504,0.0022228889,0.0022230567,0.002223107,0.0022228847,0.060528703,0.35283777,0.10935465,0.0022229278,0.38552895
159,0.0043505216,0.0043506115,0.0043507335,0.32442424,0.004349891,0.0043505975,0.0043507814,0.0043503335,0.18078703,0.46433526
160,0.0071442258,0.23788583,0.0071443236,0.007143851,0.0071446174,0.007143458,0.0071443734,0.19366279,0.0071457233,0.5184408
161,0.0041675093,0.004167967,0.004167729,0.0041690185,0.004169719,0.0041685547,0.53879064,0.0041678394,0.00416794,0.42786303
162,0.19876546,0.007695337,0.007693683,0.007695372,0.0076941787,0.0076952684,0.10619378,0.14674173,0.10715716,0.40266806
163,0.14374273,0.0026328322,0.0026338613,0.33313283,0.11964245,0.06730181,0.32301372,0.0026330366,0.0026334347,0.0026333297
164,0.0032285426,0.1129561,0.0032272725,0.0032278728,0.0032273578,0.003228805,0.34763613,0.08442765,0.0032273587,0.4356129
165,0.003125671,0.0031254105,0.09411531,0.65736336,0.0031255682,0.0031262832,0.22664048,0.0031259872,0.003126089,0.0031258455
166,0.004001509,0.004001454,0.12221477,0.16318493,0.064357184,0.004002096,0.00400227,0.0040019727,0.25003555,0.38019827
167,0.0035727557,0.0035728007,0.0035730172,0.0035743355,0.0035735709,0.003573688,0.8071453,0.0035729818,0.0035740624,0.16426751
168,0.0027789252,0.0027785504,0.29426444,0.16967624,0.0027780973,0.0027782598,0.002778732,0.0027785532,0.002779182,0.5166091
169,0.1530456,0.042983986,0.0038486046,0.4854106,0.003847779,0.0038477518,0.003847837,0.0038482808,0.0038477082,0.29547188
170,0.0045476137,0.20651267,0.0045460844,0.19470863,0.004545975,0.004545962,0.56695235,0.0045474283,0.0045463094,0.0045469366
171,0.12954779,0.0027794715,0.08025955,0.0027789187,0.0027789206,0.04359119,0.2258793,0.043359037,0.17825344,0.29077244
172,0.0034501362,0.003448838,0.26635832,0.0034493045,0.17495836,0.057831667,0.0034496658,0.0034491261,0.14244294,0.3411616
173,0.114138305,0.002942564,0.22265893,0.27874073,0.0029423784,0.08638605,0.106890626,0.0029422939,0.0029424909,0.17941564
174,0.0018190872,0.0018191976,0.061202638,0.15695085,0.0018192187,0.0018188516,0.74747384,0.0018190612,0.0018197305,0.023457509
175,0.004001253,0.004001342,0.13389295,0.004001271,0.050063685,0.0040013297,0.5755195,0.0040016547,0.21651544,0.004001535
176,0.07990958,0.0034495874,0.0034494568,0.15868124,0.11597097,0.0034501918,0.6247397,0.0034497068,0.003449759,0.0034498575
177,0.322188,0.0755992,0.24419749,0.0031268292,0.0031268138,0.00312645,0.23114654,0.11123556,0.0031265286,0.0031265637
178,0.0037046212,0.0037053982,0.003705343,0.1359174,0.003705115,0.0037052007,0.0037049626,0.003705029,0.0037046762,0.83444226
179,0.005001102,0.005000609,0.005001608,0.00500144,0.1501462,0.005001607,0.0050016767,0.11187337,0.2027905,0.5051819
180,0.19575554,0.0041677514,0.00416867,0.004168337,0.0041679973,0.0041685384,0.47610226,0.29896495,0.00416803,0.004167895
181,0.075791605,0.0028584278,0.22164671,0.0028580625,0.0028588634,0.0028583994,0.20338337,0.0028578544,0.38387457,0.101012096
182,0.00667044,0.24067311,0.09101977,0.0066688354,0.006668964,0.10684572,0.1187297,0.0066684107,0.0066700093,0.40938503
183,0.006251454,0.006251841,0.0062515247,0.0062516225,0.0062520797,0.0062512523,0.006252184,0.36875376,0.5812335,0.0062507843
184,0.13232306,0.0033363395,0.0033358803,0.35998866,0.2536043,0.0033348543,0.094146885,0.0033352918,0.0033350775,0.14325967
185,0.004764003,0.0047646924,0.0047638407,0.32432872,0.0047652996,0.0047638123,0.63755405,0.004765453,0.0047640637,0.004766049
186,0.32696053,0.0041674343,0.004168051,0.19254829,0.00416899,0.004169114,0.004168105,0.0041672704,0.45131436,0.0041678725
187,0.29475936,0.0037055025,0.0037048927,0.32326728,0.0037041847,0.0037048503,0.25643688,0.0037047265,0.10330731,0.0037050075
188,0.3068068,0.38081908,0.277358,0.0050026486,0.0050017606,0.005001927,0.0050018844,0.0050019543,0.0050027557,0.0050031664
189,0.002858207,0.0028575768,0.0028575757,0.0028581554,0.13126466,0.00285862,0.52498865,0.0028583743,0.0028584704,0.32373974
190,0.3976749,0.008336945,0.22932608,0.11907066,0.008339603,0.20389925,0.008339288,0.008336478,0.008337933,0.008338871
191,0.20829716,0.0038483308,0.05619087,0.26458105,0.0038482843,0.21857198,0.23311715,0.0038481853,0.0038481853,0.0038488035
192,0.002223315,0.002223157,0.0022234102,0.16156903,0.0022231508,0.002223974,0.6391397,0.18372804,0.0022231387,0.0022230218
193,0.11934896,0.009092004,0.009092408,0.0090949405,0.009094927,0.13296925,0.009093558,0.009093067,0.6840257,0.009095206
194,0.003031072,0.10218514,0.0030316699,0.0030313348,0.115569,0.0030312259,0.11920062,0.29323024,0.104709245,0.25298044
195,0.008336851,0.008335992,0.008335976,0.0083360765,0.21106273,0.008335925,0.13960093,0.008335019,0.0083356025,0.5909849
196,0.08762966,0.0058849705,0.0058846856,0.0058840574,0.0058836956,0.0058839545,0.21491848,0.36732137,0.29482552,0.005883596
197,0.2922298,0.003572472,0.003572528,0.0035719646,0.0035732407,0.118538044,0.0035723902,0.1461637,0.42163336,0.0035725383
198,0.05447877,0.121707134,0.0027040802,0.16938822,0.0027032383,0.0027036679,0.2722262,0.0027039484,0.0027034688,0.36868128
199,0.0038477068,0.08128542,0.0038476323,0.0038483283,0.0038471823,0.27538309,0.22113544,0.2675565,0.0038485131,0.1354002
200,0.0028581505,0.002857841,0.0028580276,0.5789903,0.0028587442,0.10955633,0.29144606,0.0028582274,0.0028585105,0.0028578104
201,0.26900524,0.0033354743,0.0033352175,0.0033354068,0.0033351048,0.08695794,0.09685055,0.003335507,0.1829815,0.34752807
202,0.109137505,0.005000841,0.0050039287,0.0050028763,0.2314945,0.0050026705,0.005001902,0.0050019207,0.3318861,0.29746777
203,0.0034515003,0.003449657,0.34952155,0.2891405,0.0034507858,0.0034494472,0.003449987,0.0034498556,0.0034499897,0.33718672
204,0.0041678385,0.004168194,0.0041674073,0.27911812,0.18572381,0.004168783,0.2192862,0.2308931,0.06413839,0.004168123
205,0.21350145,0.0021745507,0.22731754,0.077283405,0.0021752948,0.0021745968,0.3501858,0.120838165,0.0021746757,0.0021745355
206,0.20277883,0.06125373,0.0030316736,0.0030318282,0.0030311197,0.0030313185,0.28835213,0.30741578,0.0030316552,0.12504198
207,0.002274207,0.1258974,0.0022745852,0.23004833,0.09571212,0.0022741037,0.2737873,0.04779529,0.094698824,0.12523785
208,0.060814504,0.002326095,0.09042637,0.078012705,0.22607474,0.0023263874,0.13489173,0.0023270175,0.0023263372,0.4004741
209,0.056088265,0.0047624977,0.004763956,0.0047637746,0.0047630128,0.00476278,0.1445309,0.27754977,0.18325597,0.31475902
