sec,t1 success,t2 success,N t1 wp,N t1 accordance,line A diff,line B diff,N t2 wp,N t2 accordance,N t2 O(1)/U(0),TOTAL A diff,TOTAL B diff,diff line,DIFF total
20210203,0,0,61.53846154,1,2.310059078,3.539625275,60,1,0,-4.201560801,-2.508811055,-1.229566198,-1.692749746
20210203,1,1,51.53846154,0,-2.080481431,-0.727512561,54.61538462,0,1,-1.260919037,-1.085493869,-1.352968871,-0.175425168
20210203,0,0,75.38461538,1,-1.868016843,0.895181116,59.23076923,1,1,-1.835877787,-4.356358408,-2.763197959,2.520480622
20210203,1,1,52.30769231,0,-5.361222491,-4.9160795,53.07692308,1,0,-0.659644802,-0.755793087,-0.445142991,0.096148284
20210204,1,1,51.53846154,0,-3.155482121,-1.654950044,50.76923077,0,0,-4.66270728,-4.477752704,-1.500532077,-0.184954577
20210204,1,1,67.69230769,1,3.443954172,5.748255684,54.61538462,1,0,0.968841155,0.599536749,-2.304301512,0.369304405
20210204,1,0,66.15384615,1,-2.295529037,-0.567092122,53.07692308,1,1,4.363175747,4.757903705,-1.728436916,-0.394727958
20210204,1,1,63.84615385,1,-8.081590063,-6.227290918,56.92307692,1,1,-5.038481452,-7.685088434,-1.854299146,2.646606982
20210204,0,1,70.76923077,1,2.802060338,4.9642268,53.84615385,0,0,-0.200586985,-0.167879674,-2.162166462,-0.032707312
20210205,1,1,56.15384615,1,7.710671919,7.845966622,51.53846154,0,1,-2.915020882,-3.7548914,-0.135294703,0.839870519
20210205,0,0,79.23076923,1,-3.380708805,-1.060115282,61.53846154,1,0,1.605715896,4.173312229,-2.320593523,-2.567596333
20210205,1,1,60.76923077,1,1.968599232,2.785938867,53.07692308,1,0,-9.079331438,-7.798205143,-0.817339635,-1.281126295
20210205,1,0,81.53846154,1,-2.31863927,1.67024909,62.30769231,1,0,-5.865252743,-1.486598008,-3.988888361,-4.378654735
20210205,1,1,58.46153846,1,-5.090773551,-4.303518741,61.53846154,1,1,2.481916133,-2.918347408,-0.78725481,5.400263541
20210205,0,1,63.84615385,1,-1.766416582,-0.387563493,54.61538462,1,1,-16.18876695,-15.53890703,-1.378853089,-0.649859921
20210205,0,0,55.38461538,0,-4.311079335,-3.249100615,63.07692308,1,1,-2.128186638,-6.190941969,-1.06197872,4.062755332
20210205,1,0,87.69230769,1,-3.585032078,-0.118408978,52.30769231,1,1,11.24225142,9.301598373,-3.4666231,1.94065305
20210205,0,0,75.38461538,1,-10.95426932,-8.204920133,53.07692308,0,1,1.982605835,3.090806494,-2.749349185,-1.108200659
20210206,1,0,59.23076923,1,6.195986235,6.717454617,56.92307692,1,1,-4.64440739,-7.06884268,-0.521468383,2.42443529
20210206,1,0,62.30769231,1,-4.122086725,-2.895911545,53.07692308,1,0,-2.241753022,-1.395990622,-1.22617518,-0.8457624
20210206,0,1,51.53846154,0,-0.444194609,-0.293980596,51.53846154,1,1,-3.596028164,-5.065891049,-0.150214014,1.469862884
20210206,0,0,56.92307692,1,-4.886119234,-4.648099203,52.30769231,1,1,7.009454352,6.865077946,-0.238020031,0.144376406
20210206,0,0,93.07692308,1,1.118843015,6.070765691,55.38461538,1,0,4.679117331,6.417985152,-4.951922676,-1.738867821
20210206,0,1,66.15384615,1,-6.691961005,-4.100557564,51.53846154,0,0,-1.715544606,-1.667465665,-2.591403441,-0.048078941
20210206,1,0,55.38461538,1,-8.268705959,-7.75773511,60.76923077,1,0,-11.12324131,-9.864770531,-0.510970849,-1.258470777
20210206,0,1,60,1,-0.777648524,0.056929318,56.92307692,1,1,-2.012145766,-5.961488672,-0.834577842,3.949342906
20210206,0,1,52.30769231,1,-0.170110629,-0.424487894,56.15384615,1,0,-4.76124635,-4.515774578,0.254377265,-0.245471772
20210206,1,1,62.30769231,1,1.693647561,2.993946889,54.61538462,0,0,-12.26305,-12.1232802,-1.300299328,-0.139769798
20210206,1,1,65.38461538,1,-4.874130737,-3.409449402,61.53846154,1,1,4.023902837,1.139699273,-1.464681335,2.884203565
20210207,0,0,71.53846154,1,-0.380934853,1.52197419,62.30769231,1,1,-1.955272376,-5.456015499,-1.902909043,3.500743123
20210207,1,0,70,1,-9.493281568,-6.81989677,53.07692308,1,1,-14.28284492,-15.23013196,-2.673384798,0.947287036
20210207,0,1,67.69230769,1,-11.59275975,-9.908987067,66.15384615,1,1,18.87095646,15.5482474,-1.683772685,3.322709055
20210207,1,1,60,1,-0.203532775,0.3663279,54.61538462,0,0,-3.483292007,-3.345303239,-0.569860675,-0.137988767
20210207,1,1,65.38461538,1,-1.962170379,-0.004352026,54.61538462,1,0,6.616765102,8.160847725,-1.957818354,-1.544082623
20210208,0,0,79.23076923,1,-3.534437556,-0.217696021,56.92307692,1,1,-12.91761166,-15.93952659,-3.316741534,3.021914936
20210208,0,0,61.53846154,1,-7.817004985,-7.115715802,56.15384615,1,0,-1.278740487,-0.56864246,-0.701289183,-0.710098028
20210208,0,1,57.69230769,1,-3.135329457,-1.757011301,55.38461538,1,0,1.588306442,3.799741276,-1.378318156,-2.211434835
20210208,0,0,74.61538462,1,0.826617402,3.177858874,51.53846154,0,0,1.756258694,2.005096279,-2.351241471,-0.248837585
20210208,0,1,73.84615385,1,2.534132943,4.686632517,60,1,1,-3.425417459,-5.772194155,-2.152499574,2.346776696
20210208,0,1,53.84615385,0,-3.811777315,-2.606759554,53.07692308,0,1,-9.537272472,-10.57766458,-1.205017761,1.040392104
20210208,1,1,56.92307692,0,-1.57573385,-0.646911472,53.07692308,0,0,-10.10508837,-9.618749044,-0.928822378,-0.486339329
20210208,0,1,76.92307692,1,-3.983310997,-0.05851695,56.92307692,1,1,11.59938456,10.02488005,-3.924794047,1.574504502
20210209,0,0,55.38461538,1,5.341992539,7.029792066,64.61538462,1,1,20.63783463,14.40774867,-1.687799527,6.23008596
20210209,1,0,79.23076923,1,-3.585592673,-0.878200748,55.38461538,0,0,-0.859997505,1.063808326,-2.707391925,-1.923805831
20210209,1,1,62.30769231,1,0.385053848,1.962197972,54.61538462,1,0,-11.00145396,-9.585381459,-1.577144125,-1.416072504
20210209,0,1,50.76923077,0,-5.496364662,-5.073514112,57.69230769,0,1,0.013750391,-2.646737284,-0.422850549,2.660487675
20210209,0,0,85.38461538,1,-6.045124143,-2.034488542,56.92307692,0,0,-6.747286615,-4.746976293,-4.010635601,-2.000310323
20210209,1,0,81.53846154,1,-2.647965011,0.261994707,56.15384615,1,1,3.629368559,2.324698285,-2.909959718,1.304670273
20210210,0,0,57.69230769,1,0.29849576,1.200020004,59.23076923,1,0,-9.733513515,-5.973972998,-0.901524244,-3.759540517
20210210,1,1,53.07692308,1,-0.283071315,-0.162578163,53.84615385,0,1,-0.17800465,-2.81893539,-0.120493152,2.64093074
20210210,0,1,78.46153846,1,2.482212978,4.726483169,51.53846154,1,1,7.907192107,7.028309171,-2.244270191,0.878882936
20210210,0,1,67.69230769,1,0.317049104,2.908334202,51.53846154,0,1,-7.340044207,-8.45922507,-2.591285097,1.119180863
20210210,0,0,57.69230769,1,1.306971066,3.293126451,58.46153846,1,1,-9.489568949,-12.62741147,-1.986155385,3.137842519
20210210,1,1,58.46153846,1,5.45876923,4.807221331,56.92307692,1,1,7.096779845,3.472149922,0.651547899,3.624629923
20210210,0,1,51.53846154,0,4.152739331,3.962697488,54.61538462,1,1,-5.024654109,-6.8297949,0.190041843,1.805140791
20210210,0,1,80,1,0.119434854,2.193330964,51.53846154,0,1,-2.265911621,-0.919942322,-2.07389611,-1.345969299
20210210,1,0,60,1,1.400893173,1.959471806,60.76923077,1,0,-15.80095184,-13.25404857,-0.558578633,-2.546903275
20210211,1,0,59.23076923,1,-1.543938591,-1.008572866,50.76923077,0,0,4.048184333,3.682789392,-0.535365725,0.365394941
20210211,1,1,66.92307692,1,-1.761785564,0.092472738,53.07692308,0,0,6.582545349,9.137902425,-1.854258303,-2.555357076
20210211,0,1,51.53846154,0,-2.532874547,-2.784836337,53.07692308,0,0,9.468744825,10.82518097,0.25196179,-1.356436141
20210211,0,1,59.23076923,1,1.493182974,2.385911749,55.38461538,1,1,-3.45039027,-4.303825945,-0.892728775,0.853435675
20210211,0,1,69.23076923,1,1.039537524,3.45946183,53.84615385,0,0,0.816067634,1.753214673,-2.419924306,-0.937147039
20210212,1,0,68.46153846,1,0.273309998,2.457843009,52.30769231,0,0,-3.591157168,-3.368873204,-2.184533011,-0.222283964
20210212,0,1,85.38461538,1,-3.570693498,-0.790217506,56.92307692,1,0,10.90929659,12.93273656,-2.780475992,-2.023439965
20210212,1,0,57.69230769,1,-3.911996279,-2.77171453,53.84615385,1,0,-3.689536028,-2.934854325,-1.140281749,-0.754681703
20210212,1,1,75.38461538,1,-6.706078436,-4.220817538,50.76923077,0,1,-6.620596788,-7.594846228,-2.485260898,0.97424944
20210212,1,0,73.84615385,1,-5.638847606,-3.057381508,51.53846154,0,0,-10.41231007,-11.72332263,-2.581466098,1.311012554
20210212,0,1,60.76923077,1,2.455024246,2.97080114,55.38461538,0,1,5.153094672,3.38527508,-0.515776895,1.767819592
20210212,1,0,66.92307692,1,0.370592462,2.427312119,54.61538462,1,0,3.944153802,3.970653622,-2.056719656,-0.02649982
20210212,1,1,53.84615385,0,0.129285221,0.864464299,62.30769231,1,1,-7.061293431,-12.0138891,-0.735179078,4.952595666
20210212,0,1,73.07692308,1,3.033296558,5.53597697,57.69230769,1,0,-0.611206889,0.645416011,-2.502680412,-1.256622899
20210212,1,0,70.76923077,1,-4.213444923,-2.637484252,53.84615385,0,0,0.430067008,0.39419826,-1.575960672,0.035868748
20210213,1,1,60,1,-1.29757144,-0.203832696,51.53846154,0,1,0.993410199,-1.243629535,-1.093738744,2.237039734
20210213,1,0,84.61538462,1,-3.378310892,-1.189091699,60,1,1,11.55471895,8.393992535,-2.189219193,3.160726415
20210213,1,0,50.76923077,0,-2.474033221,-2.975934019,51.53846154,0,0,9.334652722,9.267460393,0.501900798,0.067192329
20210213,1,1,50.76923077,0,1.714589199,2.742291543,60,1,1,4.307250194,0.695620938,-1.027702344,3.611629257
20210214,1,0,87.69230769,1,-2.800120492,0.922270277,53.07692308,1,0,-0.47803471,0.464864875,-3.722390769,-0.942899585
20210214,0,1,58.46153846,1,-4.81382266,-2.315708814,52.30769231,0,1,-3.515403924,-4.832813205,-2.498113847,1.317409281
20210214,0,0,57.69230769,1,-0.499489089,0.121735711,52.30769231,0,0,-9.552333824,-8.445124489,-0.621224801,-1.107209335
20210214,1,0,60,1,-8.964223598,-8.613293643,53.84615385,0,0,-15.51773011,-14.73622565,-0.350929956,-0.781504457
20210214,1,1,53.07692308,0,1.027251701,1.325412082,56.15384615,1,1,3.657580812,2.684333706,-0.298160381,0.973247106
20210214,1,1,57.69230769,1,-4.058176321,-2.744020003,58.46153846,1,1,4.654447309,0.130559136,-1.314156318,4.523888173
20210214,0,0,70,1,-0.607163259,1.369262977,52.30769231,1,1,-5.787403608,-6.717586569,-1.976426236,0.930182961
20210214,1,0,82.30769231,1,0.702453581,4.306559789,63.84615385,1,1,14.05181872,9.973566633,-3.604106207,4.078252088
20210214,0,0,65.38461538,1,6.237946404,7.971720151,50.76923077,1,1,-7.450830536,-6.705034515,-1.733773748,-0.745796021
20210214,0,1,74.61538462,1,-1.046315329,1.377957846,55.38461538,0,0,-5.882179116,-6.983076732,-2.424273175,1.100897616
20210215,1,0,79.23076923,1,-15.41540914,-12.92848769,50.76923077,0,0,4.607897347,4.839530815,-2.486921443,-0.231633468
20210215,1,1,73.84615385,1,-0.882231006,1.454288984,53.84615385,1,1,-1.78189504,-2.813470363,-2.336519991,1.031575323
20210215,0,1,57.69230769,1,-4.582168883,-2.798262612,58.46153846,1,1,-17.78075735,-20.96568075,-1.783906271,3.184923399
20210215,1,1,60.76923077,1,-6.231412135,-5.373256786,65.38461538,1,1,8.316307398,2.884928682,-0.858155349,5.431378716
20210215,0,1,63.84615385,1,-1.877208665,-0.552087393,55.38461538,1,1,1.1740705,-0.443271909,-1.325121273,1.617342409
20210215,1,1,58.46153846,1,4.882033268,5.347451571,52.30769231,0,1,-4.992646755,-6.339007165,-0.465418303,1.346360411
20210215,0,0,51.53846154,0,-3.877108804,-4.074979726,50.76923077,0,0,-12.14998622,-9.561818511,0.197870922,-2.588167711
20210216,0,1,61.53846154,1,-0.236563962,0.664666029,53.84615385,1,1,-11.06580542,-13.99950133,-0.90122999,2.933695904
20210216,0,1,54.61538462,1,-4.844123715,-4.470877096,53.84615385,1,0,-1.789752993,0.422703705,-0.373246619,-2.212456698
20210216,0,0,66.92307692,1,-7.821498707,-6.229630038,50.76923077,0,0,-8.495064262,-9.680073631,-1.591868669,1.185009369
20210216,0,0,65.38461538,1,1.818164554,4.039125803,53.07692308,0,0,-3.675870048,-4.728212115,-2.220961249,1.052342067
20210216,1,0,64.61538462,1,-0.058289202,1.477472709,54.61538462,1,1,-0.563588389,-3.143725653,-1.53576191,2.580137264
20210216,0,0,71.53846154,1,-2.670946663,-0.962298321,54.61538462,0,1,-0.21931697,-1.030197675,-1.708648342,0.810880705
20210217,0,0,70,1,-3.709870983,-1.995303056,50.76923077,0,1,2.870042622,4.125442013,-1.714567927,-1.255399391
20210217,0,0,78.46153846,1,-7.17732096,-4.073154666,63.07692308,1,0,-5.074744476,-0.403372574,-3.104166294,-4.671371902
20210217,0,1,55.38461538,1,-6.034563472,-4.92580227,53.84615385,1,0,-5.250213675,-6.109920635,-1.108761201,0.85970696
20210217,1,0,50.76923077,0,-12.08198195,-12.27179666,50.76923077,0,0,-2.75197351,-3.066368969,0.189814715,0.314395459
20210217,1,1,50.76923077,0,-1.600390562,-0.883395596,51.53846154,1,0,12.58313792,12.55940873,-0.716994966,0.023729195
20210217,1,0,63.84615385,1,-9.33459193,-8.090152923,57.69230769,1,0,-13.94225874,-14.4655962,-1.244439006,0.523337464
20210217,0,1,73.84615385,1,-0.729438423,1.256338006,53.84615385,0,1,-4.311600393,-3.104803079,-1.985776429,-1.206797315
20210217,1,1,80.76923077,1,-5.551132675,-1.70112362,50.76923077,0,1,-1.738138568,-3.399478666,-3.850009055,1.661340099
20210217,1,1,71.53846154,1,-5.945526184,-3.752564543,53.07692308,1,1,0.670210015,-0.601854854,-2.192961641,1.27206487
20210217,0,1,67.69230769,1,-1.723390625,-0.04116859,58.46153846,1,1,-10.46109269,-11.87901392,-1.682222035,1.417921229
20210218,0,0,68.46153846,1,0.490047037,2.101236553,63.84615385,1,1,-9.42282668,-13.85121782,-1.611189515,4.428391139
20210218,0,1,62.30769231,1,-3.385569595,-2.012689034,50.76923077,0,1,-3.109620115,-3.344937892,-1.372880561,0.235317777
20210218,0,0,79.23076923,1,-6.388216529,-3.037136341,56.15384615,1,1,-5.690866201,-8.625529523,-3.351080187,2.934663323
20210219,1,1,72.30769231,1,2.325928089,4.421858401,59.23076923,1,0,-12.44711484,-9.51424743,-2.095930312,-2.932867407
20210219,1,0,59.23076923,1,3.465659311,4.338046618,53.07692308,1,0,-3.969498329,-4.271123014,-0.872387307,0.301624685
20210219,1,1,58.46153846,0,0.449454155,1.048621326,54.61538462,1,1,-1.813951395,-3.239805215,-0.599167171,1.42585382
20210219,0,0,53.84615385,1,-0.53978087,-0.79584404,54.61538462,1,0,-7.168864177,-4.540348478,0.256063169,-2.628515699
20210219,1,0,73.07692308,1,-3.889582073,-2.102088135,60.76923077,1,1,5.101983396,2.762938631,-1.787493939,2.339044765
20210219,1,1,57.69230769,1,-1.10391715,-0.708743143,61.53846154,1,1,-5.224428047,-9.102223041,-0.395174008,3.877794994
20210219,0,0,83.84615385,1,-2.703968056,-0.404580444,71.53846154,1,1,0.351895742,-5.097771293,-2.299387612,5.449667035
20210220,1,1,53.07692308,0,-3.063323559,-2.834552879,63.84615385,1,1,-9.910859951,-14.27703429,-0.22877068,4.366174342
20210220,1,0,55.38461538,1,4.781522809,4.360793379,50.76923077,0,0,-1.468186378,-0.155922687,0.42072943,-1.312263691
20210220,0,0,56.92307692,1,-0.078185592,0.891018281,51.53846154,0,1,-9.104383079,-9.931248531,-0.969203873,0.826865452
20210220,0,0,78.46153846,1,-6.51620807,-4.142908989,60,1,1,16.95107277,14.02612069,-2.373299081,2.92495208
20210220,0,1,87.69230769,1,-6.922352368,-3.099830793,50.76923077,0,0,-19.11060982,-21.37653749,-3.822521576,2.265927669
20210221,1,1,86.92307692,1,0.307378779,3.704973231,54.61538462,0,1,-17.11786302,-17.164166,-3.397594452,0.04630298
20210221,0,0,61.53846154,1,2.242437595,2.203055241,53.07692308,1,1,-12.35953611,-13.21657186,0.039382354,0.857035755
20210221,0,0,61.53846154,1,-1.252703739,0.167857095,56.15384615,1,0,-10.0227821,-9.580797919,-1.420560833,-0.44198418
20210221,1,0,81.53846154,1,-7.539676073,-4.601896259,60,1,1,7.642577427,5.4636231,-2.937779814,2.178954326
20210221,1,0,76.92307692,1,-3.482233406,-1.818328853,58.46153846,1,1,14.43002613,11.35558823,-1.663904553,3.074437902
20210221,1,1,52.30769231,0,-0.778348113,0.352406815,60.76923077,1,1,-4.932805443,-7.800761121,-1.130754928,2.867955678
20210221,0,1,53.84615385,1,-0.179901562,-0.03862252,54.61538462,0,0,-0.329456435,0.00776376,-0.141279042,-0.337220195
20210222,1,1,80.76923077,1,3.516647468,5.44717735,55.38461538,1,1,-1.978350861,-4.268448264,-1.930529882,2.290097403
20210222,0,0,76.92307692,1,-2.56201069,-0.483892102,51.53846154,0,0,-6.718654875,-6.204430574,-2.078118588,-0.514224301
20210222,1,1,56.92307692,1,0.756673527,2.14024686,60.76923077,1,0,-12.95838042,-10.99140856,-1.383573334,-1.966971858
20210222,1,0,58.46153846,1,4.607054287,4.80481247,53.84615385,0,0,-5.304813433,-3.803861827,-0.197758183,-1.500951606
20210222,1,1,55.38461538,1,5.960416598,7.629364941,58.46153846,1,0,8.51413131,10.3485299,-1.668948344,-1.834398589
20210223,1,1,86.92307692,1,-1.894487308,1.831328836,50.76923077,1,1,-9.065853808,-10.20493152,-3.725816144,1.139077716
20210223,1,1,50.76923077,1,-6.866911223,-5.865843662,53.84615385,1,0,-6.366194713,-6.723725618,-1.001067561,0.357530905
20210223,1,1,76.15384615,1,2.187968053,3.706093555,56.92307692,1,1,-11.57714423,-13.8580498,-1.518125502,2.280905571
20210223,1,1,60.76923077,1,3.424698508,5.178398396,50.76923077,0,0,-1.308055874,-0.263000383,-1.753699889,-1.045055492
20210223,0,0,70,1,-3.583014421,-1.630580429,55.38461538,0,1,12.71413095,12.05352914,-1.952433992,0.660601816
20210223,1,0,54.61538462,1,-5.973224609,-4.688920924,51.53846154,1,1,-1.90662668,-0.773854573,-1.284303685,-1.132772106
20210223,1,0,79.23076923,1,-3.871005306,-0.887130102,55.38461538,1,0,-19.67227358,-19.80178481,-2.983875204,0.129511229
20210223,1,1,53.07692308,1,-8.489733629,-7.731119463,56.15384615,0,0,-8.767564023,-7.820941584,-0.758614166,-0.946622439
20210223,1,0,64.61538462,1,-1.471902613,-0.298105685,55.38461538,1,1,2.37408476,1.043375309,-1.173796928,1.330709451
20210224,1,1,80.76923077,1,-5.485805616,-2.476865851,56.15384615,1,1,-5.252222237,-7.196076225,-3.008939765,1.943853988
20210224,0,1,51.53846154,0,3.957509621,4.659001014,53.07692308,1,0,1.122267118,1.231864465,-0.701491393,-0.109597347
20210224,1,1,53.07692308,0,-0.986476667,-0.027553287,57.69230769,1,1,2.598144341,-0.30602235,-0.95892338,2.904166691
20210224,0,0,59.23076923,1,-4.899054669,-3.698830333,55.38461538,1,0,5.973963051,8.045364051,-1.200224336,-2.071400999
20210224,1,1,70.76923077,1,1.184806574,3.492913302,53.07692308,0,0,3.878273976,3.490994177,-2.308106728,0.387279799
20210224,0,1,57.69230769,0,1.072719025,1.74051081,54.61538462,1,0,-9.662791478,-8.16074051,-0.667791785,-1.502050968
20210224,0,0,66.15384615,1,5.334212427,6.129518616,53.84615385,1,0,-1.631431703,1.569007051,-0.795306189,-3.200438754
20210224,0,1,66.15384615,1,1.125164325,2.249604195,60.76923077,1,1,-0.822369582,-4.192908106,-1.12443987,3.370538524
20210224,0,1,63.07692308,1,-5.299902273,-4.166719492,54.61538462,0,0,4.014556616,4.779996981,-1.133182781,-0.765440365
20210225,0,1,76.15384615,1,-1.695929746,1.320464182,54.61538462,1,1,-17.19097291,-19.3743994,-3.016393927,2.183426494
20210225,0,0,62.30769231,1,1.990081318,2.969398801,54.61538462,1,1,-0.668722872,-1.362535071,-0.979317483,0.693812199
20210225,1,1,67.69230769,1,-5.892753564,-4.071082007,57.69230769,1,1,-1.745676274,-3.467285359,-1.821671556,1.721609086
20210225,1,0,83.07692308,1,-2.15001058,0.535921944,51.53846154,0,1,-4.529036044,-7.393509662,-2.685932523,2.864473618
20210225,0,0,73.84615385,1,-0.074326466,1.919846915,51.53846154,1,1,-12.85682311,-15.00507217,-1.994173381,2.148249059
20210225,1,0,73.07692308,1,-3.340105553,-1.172997746,56.15384615,1,1,-5.470481231,-6.929297291,-2.167107807,1.45881606
20210226,1,0,51.53846154,0,3.103178983,3.066324308,51.53846154,0,1,-0.89758568,-3.146497998,0.036854674,2.248912318
20210226,0,1,57.69230769,1,-2.584157375,-1.598586355,61.53846154,1,1,5.516214927,2.840195657,-0.98557102,2.67601927
20210226,1,1,58.46153846,1,2.722840122,3.091983607,54.61538462,1,0,-0.555511819,1.114444252,-0.369143485,-1.669956071
20210226,0,1,80,1,-3.319871523,-0.764153088,56.92307692,1,1,3.895837163,2.485667509,-2.555718435,1.410169655
20210226,1,0,71.53846154,1,-0.766760377,1.117909027,51.53846154,1,1,-0.135634584,-0.353944262,-1.884669404,0.218309679
20210226,1,0,53.07692308,1,-0.8302859,-0.268298457,56.15384615,1,1,-2.137369713,-5.263064046,-0.561987443,3.125694333
20210226,1,0,60.76923077,1,0.541881194,1.260041604,51.53846154,0,0,4.200735668,3.248458739,-0.718160409,0.952276929
20210226,1,0,69.23076923,1,-9.895461018,-7.538696963,55.38461538,1,0,-4.924521449,-4.134011037,-2.356764056,-0.790510412
20210226,1,0,67.69230769,1,-0.002356374,2.034287201,66.15384615,1,0,-15.91206728,-11.77118865,-2.036643575,-4.140878626
20210227,1,1,54.61538462,1,-0.461377396,-0.204755022,60.76923077,1,0,4.107002769,6.008837025,-0.256622374,-1.901834256
20210227,1,1,83.07692308,1,-0.858295891,2.398700065,55.38461538,1,1,3.660136361,0.769657796,-3.256995955,2.890478565
20210227,0,0,79.23076923,1,0.846113972,3.840330401,59.23076923,1,1,3.693888889,3.875622222,-2.994216429,-0.181733333
20210227,1,0,70,1,-9.213106872,-6.977744365,63.84615385,1,1,-6.953647326,-11.04840403,-2.235362507,4.094756703
20210227,1,0,56.92307692,1,3.274238574,3.858789159,62.30769231,1,1,6.071096062,3.210672786,-0.584550585,2.860423276
20210227,1,0,73.84615385,1,-6.189518006,-3.438173917,56.15384615,1,0,-16.85240082,-16.25395931,-2.751344089,-0.598441507
20210228,1,0,55.38461538,1,-0.083801624,0.983678482,56.15384615,1,1,-7.073593655,-9.051088923,-1.067480106,1.977495268
20210228,0,0,77.69230769,1,-0.749813834,1.946317749,50.76923077,0,1,-9.372830156,-6.211032199,-2.696131584,-3.161797957
20210228,1,0,72.30769231,1,-3.702258225,-1.985508436,60.76923077,1,1,0.668333289,-2.662077832,-1.716749789,3.330411121
20210228,0,0,53.84615385,1,4.061573126,5.514044379,53.84615385,1,0,-13.22536796,-12.5340067,-1.452471253,-0.691361253
20210228,1,1,79.23076923,1,-5.192896688,-2.691002584,53.07692308,0,0,2.300148894,3.577729722,-2.501894105,-1.277580828
20210228,1,1,76.92307692,1,-9.744588435,-7.243072453,54.61538462,1,0,11.38737593,14.44774299,-2.501515982,-3.06036706
20210228,1,1,63.07692308,1,-0.029194708,1.74765476,66.15384615,1,0,-5.434419571,-0.28479387,-1.776849469,-5.149625701
20210228,1,0,70.76923077,1,1.192965331,3.323566534,53.07692308,0,1,-1.639567073,-2.790232509,-2.130601203,1.150665437
20210301,1,0,51.53846154,0,2.064180854,1.992403343,56.15384615,1,0,-4.17748093,-2.426804049,0.07177751,-1.750676881
20210301,0,0,61.53846154,1,1.029846416,3.403767727,51.53846154,0,0,1.988435452,3.003206384,-2.373921311,-1.014770932
20210301,0,0,73.84615385,1,-3.818292698,-0.89453503,52.30769231,0,0,-13.85589082,-14.89127516,-2.923757669,1.035384336
20210301,0,1,57.69230769,0,2.231337577,2.979163868,55.38461538,1,0,6.096552601,6.350632463,-0.747826291,-0.254079862
20210301,1,1,71.53846154,1,-5.095835615,-2.812969795,53.84615385,1,1,0.146750856,0.857789729,-2.282865819,-0.711038873
20210301,1,0,54.61538462,1,3.036980557,3.955280213,55.38461538,1,0,-11.56175437,-11.14543619,-0.918299657,-0.416318185
20210301,1,0,74.61538462,1,0.634192541,3.47513535,58.46153846,1,0,-10.0056235,-8.515789898,-2.840942809,-1.489833597
20210302,0,1,66.92307692,1,1.415985968,3.557463425,51.53846154,0,0,-10.59996684,-9.271640572,-2.141477457,-1.328326266
20210302,0,1,69.23076923,1,-1.280349457,0.428587136,53.84615385,1,1,1.980820398,1.07980078,-1.708936593,0.901019619
20210302,0,0,64.61538462,1,-3.630996753,-2.261467132,51.53846154,0,1,0.185478727,-1.325310575,-1.369529621,1.510789302
20210302,0,0,67.69230769,1,-7.924855277,-5.442397281,53.07692308,1,0,7.755482797,10.33516966,-2.482457995,-2.579686863
20210302,1,1,60.76923077,1,-7.185247275,-6.176152736,56.92307692,1,0,8.521973037,10.73093256,-1.009094539,-2.20895952
20210302,1,0,53.84615385,1,-1.320338046,-1.096287331,53.07692308,1,1,-15.80778963,-13.94742263,-0.224050715,-1.860367008
20210303,1,1,59.23076923,1,-6.730249213,-5.322630034,51.53846154,0,1,4.024318581,3.382766169,-1.407619179,0.641552411
20210303,1,1,80.76923077,1,-13.78295869,-11.13965751,66.15384615,1,1,4.455135242,-0.167778362,-2.643301175,4.622913604
20210303,0,0,50.76923077,0,0.327958894,1.113531667,50.76923077,0,0,3.885553685,3.7007173,-0.785572772,0.184836385
20210303,1,1,68.46153846,1,-3.131113671,-1.242394593,51.53846154,0,0,2.73335097,3.224010028,-1.888719077,-0.490659058
20210303,0,1,66.92307692,1,1.101402884,3.322976931,53.84615385,1,1,-9.553412249,-13.59471075,-2.221574048,4.041298498
20210303,0,1,89.23076923,1,-4.166150797,-0.198978396,53.84615385,0,1,11.09513971,10.1871158,-3.967172401,0.908023918
20210303,1,1,72.30769231,1,2.109120417,4.030975352,53.07692308,1,1,-2.87753887,-3.371718511,-1.921854935,0.494179641
20210303,0,1,61.53846154,1,-1.907394619,-1.173982601,51.53846154,0,1,-6.776047212,-8.375703137,-0.733412018,1.599655925
20210303,1,1,83.84615385,1,-7.966907831,-4.331983988,63.07692308,1,1,-7.986444145,-13.00922185,-3.634923842,5.02277771
20210303,1,1,56.15384615,0,-4.652524189,-4.01049667,58.46153846,1,0,-12.87337178,-9.340319945,-0.642027519,-3.533051834
20210304,0,1,62.30769231,1,6.0422426,7.171311626,56.15384615,1,1,3.40864893,0.435691735,-1.129069026,2.972957195
20210304,0,1,51.53846154,0,2.405593517,2.974496464,56.92307692,1,0,-15.10822002,-13.2111017,-0.568902948,-1.89711832
20210304,1,0,79.23076923,1,-2.234744092,0.22134442,53.84615385,0,0,13.86902272,16.25030166,-2.456088512,-2.38127894
20210304,1,1,52.30769231,1,1.607568262,1.618701294,56.92307692,1,0,-6.619943052,-5.206009003,-0.011133033,-1.41393405
20210304,1,1,63.84615385,1,-2.05266538,0.6302404,56.15384615,1,0,-5.51309568,-3.918438381,-2.68290578,-1.594657298
20210304,0,1,80.76923077,1,-3.551243904,-0.128368094,62.30769231,1,0,-2.040535208,3.266753575,-3.42287581,-5.307288783
