sec,t1 success,t2 success,N t1 wp,N t1 accordance,line A diff,line B diff,N t2 wp,N t2 accordance,N t2 O(1)/U(0),TOTAL A diff,TOTAL B diff,diff line,DIFF total
20200103,0,1,85.38461538,1,-0.822061723,3.154424029,54.61538462,0,1,-1.301061212,-5.418242573,-3.976485751,4.117181361
20200103,0,1,83.07692308,1,-8.367793867,-5.142134161,54.61538462,1,0,12.23063598,12.95274411,-3.225659706,-0.722108129
20200103,1,0,56.92307692,1,-0.673411517,0.615338018,51.53846154,0,0,-4.156199565,-3.886114773,-1.288749534,-0.270084792
20200103,1,0,63.84615385,1,-0.783766445,1.037344978,58.46153846,1,0,-4.666178889,-3.545889887,-1.821111424,-1.120289002
20200103,1,1,66.92307692,1,-0.373546744,2.958798675,60,1,0,-18.6167093,-15.63204391,-3.332345419,-2.984665389
20200104,0,1,87.69230769,1,-0.82859106,3.825330957,59.23076923,1,1,-3.354584232,-6.326927985,-4.653922017,2.972343753
20200104,1,1,80.76923077,1,-9.929249087,-6.198236937,57.69230769,1,1,12.14935728,11.17197596,-3.73101215,0.977381327
20200104,1,1,75.38461538,1,-5.439189058,-2.742670377,58.46153846,0,1,7.913840394,6.375221435,-2.696518681,1.538618959
20200104,0,1,84.61538462,1,-0.960497835,2.775143803,54.61538462,1,1,-7.695385505,-9.184617793,-3.735641638,1.489232289
20200104,0,0,80,1,-6.044785184,-2.905326537,52.30769231,0,0,2.112582163,1.868640415,-3.139458647,0.243941748
20200104,0,0,62.30769231,1,-3.856517533,-2.008088046,52.30769231,0,0,-3.127288402,-2.262758746,-1.848429487,-0.864529656
20200104,1,0,70,1,-3.154299963,-1.379390903,53.84615385,1,1,13.5808398,12.9502582,-1.774909061,0.630581606
20200104,0,1,91.53846154,1,-0.433490012,4.121860716,54.61538462,0,1,5.793669842,5.205313973,-4.555350729,0.588355869
20200104,1,0,75.38461538,1,-7.851297389,-4.536346349,60.76923077,1,0,-0.301869663,2.718384283,-3.314951039,-3.020253946
20200104,0,1,50.76923077,0,-2.245458964,-1.677597321,51.53846154,0,1,5.380749795,5.28843403,-0.567861643,0.092315765
20200104,0,0,83.07692308,1,0.570023703,3.743858892,53.07692308,1,0,-3.236004785,-2.883889055,-3.173835189,-0.35211573
20200105,1,0,61.53846154,1,-1.193584366,0.729993522,55.38461538,0,0,3.164139258,4.708316221,-1.923577888,-1.544176963
20200105,0,0,80,1,-2.353204099,0.593305423,53.07692308,1,0,-2.937642916,-1.786656118,-2.946509522,-1.150986798
20200105,1,0,83.84615385,1,-6.26121899,-2.856979227,56.92307692,1,0,-4.710096503,-2.566936886,-3.404239763,-2.143159616
20200105,0,1,77.69230769,1,0.618676321,4.217126188,55.38461538,1,1,-7.139608151,-9.700102545,-3.598449868,2.560494394
20200106,0,1,90.76923077,1,-3.061270691,0.33305634,63.84615385,1,1,4.319805659,1.065910671,-3.394327032,3.253894989
20200106,1,1,76.92307692,1,-4.938053561,-1.915924599,56.15384615,1,1,13.20771773,10.76287409,-3.022128963,2.444843641
20200106,1,1,63.07692308,1,4.156738789,5.41652875,53.07692308,1,0,9.990970561,9.340712716,-1.259789961,0.650257845
20200106,1,1,56.92307692,1,1.904883446,2.370426681,59.23076923,1,0,6.430048898,8.097015696,-0.465543235,-1.666966798
20200106,0,1,80.76923077,1,-1.607447264,1.539861985,56.15384615,1,1,5.835981364,3.335150999,-3.147309249,2.500830365
20200106,0,0,74.61538462,1,-4.131447111,-2.336107307,53.07692308,0,0,-5.417053382,-3.947247021,-1.795339804,-1.469806362
20200106,0,0,76.92307692,1,-2.204588154,1.900740844,53.84615385,0,0,7.934035596,7.023854258,-4.105328998,0.910181338
20200106,0,0,82.30769231,1,-2.216826713,0.500486453,56.15384615,1,0,-9.611010376,-8.305057254,-2.717313166,-1.305953122
20200106,0,0,90.76923077,1,-3.123285124,0.48399176,54.61538462,0,1,-3.693173596,-5.585250472,-3.607276885,1.892076875
20200107,0,0,58.46153846,1,-2.167873188,-0.13692393,53.84615385,1,0,5.854793655,6.453360588,-2.030949259,-0.598566933
20200107,1,1,53.84615385,1,0.577630628,0.008822814,51.53846154,0,1,-7.108662515,-7.256418651,0.568807813,0.147756136
20200107,1,1,84.61538462,1,2.380436384,5.226739965,58.46153846,1,0,-0.693489674,1.613412205,-2.846303581,-2.306901879
20200107,0,1,61.53846154,1,-0.521527756,0.575950668,51.53846154,0,0,3.615703071,3.643971023,-1.097478424,-0.028267952
20200107,0,0,81.53846154,1,-8.256291592,-5.571718431,61.53846154,1,1,3.52563691,0.874993257,-2.684573161,2.650643653
20200107,0,0,63.07692308,1,0.300932715,1.963286769,50.76923077,0,1,-3.255467805,-3.909076509,-1.662354054,0.653608704
20200108,0,1,89.23076923,1,-4.981034065,-1.522856787,50.76923077,0,1,2.720520527,1.620029466,-3.458177278,1.100491061
20200108,0,0,87.69230769,1,-3.458750512,-0.750200622,57.69230769,1,0,-12.57105025,-12.26739342,-2.708549889,-0.303656829
20200108,0,0,85.38461538,1,-8.182597556,-4.354264715,56.92307692,1,0,10.29952948,12.15337225,-3.828332841,-1.853842769
20200108,1,0,89.23076923,1,-1.302226251,2.354625092,59.23076923,1,0,0.733872884,2.563165237,-3.656851343,-1.829292353
20200108,1,0,68.46153846,1,2.241597713,3.706956578,57.69230769,1,1,-1987.639692,-1989.744047,-1.465358865,2.104355026
20200108,0,0,60.76923077,1,1.29548027,2.916710695,53.84615385,1,1,4.580468469,2.506845384,-1.621230425,2.073623085
20200108,0,1,50.76923077,0,1.948398513,2.253451633,52.30769231,0,1,11.66693235,11.56120299,-0.30505312,0.105729354
20200108,0,1,80,1,4.65033253,6.540155695,53.84615385,1,0,0.029643159,0.208799559,-1.889823165,-0.179156399
20200109,0,0,74.61538462,1,-1.258272521,1.322411638,59.23076923,1,0,-1.394518554,0.445955783,-2.580684159,-1.840474336
20200109,1,0,63.84615385,1,1.337756414,3.121053589,53.07692308,0,1,8.436398541,7.556354513,-1.783297175,0.880044027
20200109,0,1,56.15384615,1,-0.910046757,0.800620451,56.15384615,1,0,-2.393420495,1.269606549,-1.710667208,-3.663027045
20200109,0,1,55.38461538,0,2.306008124,3.445109538,54.61538462,0,0,-4.258152164,-2.252138708,-1.139101414,-2.006013456
20200110,1,1,75.38461538,1,-6.984479163,-3.964173798,56.15384615,0,1,10.64843336,8.905674189,-3.020305366,1.742759167
20200110,1,0,70.76923077,1,-4.290689834,-1.551351402,53.84615385,0,0,-11.38840896,-7.49867348,-2.739338432,-3.88973548
20200110,1,1,90,1,0.153617009,4.194399657,56.92307692,1,0,8.251127686,9.426490542,-4.040782647,-1.175362856
20200110,1,1,88.46153846,1,-2.815004441,0.188167222,51.53846154,0,1,1.418850706,1.30435093,-3.003171663,0.114499776
20200110,1,1,63.07692308,1,1.416401722,3.540031592,51.53846154,1,1,-4.576657302,-3.018623006,-2.123629869,-1.558034295
20200110,1,1,66.92307692,1,-8.417736207,-6.913074631,60.76923077,1,1,0.736308077,-0.64517348,-1.504661576,1.381481557
20200110,0,1,76.92307692,1,-4.988031867,-3.421508108,56.15384615,1,1,4.52544504,3.733489417,-1.566523759,0.791955624
20200110,0,1,53.07692308,0,-5.803266854,-5.288621416,56.15384615,0,0,1.229738688,3.482285484,-0.514645439,-2.252546796
20200110,1,1,53.84615385,1,-2.852967266,-2.960554098,56.15384615,1,0,-14.94783744,-13.66368671,0.107586832,-1.284150733
20200111,1,0,87.69230769,1,-2.808074309,0.918262052,56.92307692,0,0,-6.685819094,-2.87167967,-3.726336361,-3.814139423
20200111,0,0,50.76923077,0,-4.158361688,-3.099059146,50.76923077,0,1,-1.29370485,-0.668446852,-1.059302542,-0.625257998
20200111,0,1,60,1,-2.359622936,-1.505889112,52.30769231,0,0,4.037845325,4.484562785,-0.853733824,-0.44671746
20200111,1,1,83.84615385,1,-0.316363015,2.802968359,53.84615385,0,1,-7.65171091,-7.355333932,-3.119331374,-0.296376979
20200111,1,1,75.38461538,1,-8.302873202,-6.142740423,53.07692308,0,1,6.7870331,7.530094533,-2.16013278,-0.743061433
20200111,1,0,90.76923077,1,-4.930512327,-1.74430094,55.38461538,1,1,-6.602902089,-8.264204921,-3.186211388,1.661302833
20200112,1,0,85.38461538,1,-4.823869002,-1.745827816,54.61538462,1,1,1.664953276,-0.317476274,-3.078041186,1.98242955
20200112,0,1,86.92307692,1,-3.345882919,0.227171644,60.76923077,1,1,4.545167609,3.315785873,-3.573054563,1.229381736
20200112,1,1,85.38461538,1,-3.739794092,-0.94203302,53.84615385,0,0,-10.56773955,-9.339939348,-2.797761072,-1.227800204
20200112,1,0,56.15384615,1,-0.532670905,0.348103828,52.30769231,0,1,3.22951622,3.425685482,-0.880774732,-0.196169262
20200112,0,0,83.84615385,1,-8.373033392,-4.682055135,56.92307692,1,1,4.159989429,1.10867157,-3.690978257,3.051317859
20200112,1,1,55.38461538,1,-5.951905979,-5.275183824,66.15384615,1,0,-3.706933388,2.876743839,-0.676722155,-6.583677227
20200112,1,0,88.46153846,1,-1.596606187,2.01715557,59.23076923,1,0,-3.52822292,-0.148115873,-3.613761757,-3.380107047
20200113,1,1,84.61538462,1,-1.830823919,1.128753926,50.76923077,0,0,5.318701618,6.060716724,-2.959577844,-0.742015106
20200113,1,0,56.15384615,0,-6.046888325,-5.290137196,51.53846154,1,0,8.36454665,12.1309386,-0.756751129,-3.76639195
20200113,1,0,88.46153846,1,2.21288731,5.216113596,56.15384615,1,0,0.711552333,4.429408192,-3.003226285,-3.717855859
20200113,1,0,54.61538462,1,-0.836086456,-0.456602874,53.84615385,1,1,8.749947786,8.642988996,-0.379483582,0.10695879
20200113,0,0,50.76923077,0,-2.033596738,-2.58863387,63.07692308,1,0,-9.171320049,-5.995818625,0.555037132,-3.175501424
20200113,1,0,61.53846154,1,-2.886837087,-1.910229777,60.76923077,1,0,1.818880262,4.033603574,-0.976607311,-2.214723312
20200113,0,0,68.46153846,1,1.959112379,4.570164747,60.76923077,1,0,1.968812803,5.6330543,-2.611052369,-3.664241496
20200114,1,0,84.61538462,1,4.593638617,7.671150759,52.30769231,0,0,-6.066471628,-5.364761446,-3.077512142,-0.701710181
20200114,1,1,86.15384615,1,3.428610615,6.442377333,55.38461538,1,1,0.208706423,0.238883399,-3.013766718,-0.030176976
20200114,0,1,66.92307692,1,-4.572943876,-2.9314719,50.76923077,0,0,-16.3784905,-15.65731295,-1.641471976,-0.721177547
20200114,0,0,78.46153846,1,-6.585286738,-3.847054958,53.07692308,1,0,-5.319016629,-2.732114575,-2.73823178,-2.586902055
20200114,1,1,72.30769231,1,-7.375494685,-5.183025817,63.07692308,1,1,8.858645607,4.903462705,-2.192468868,3.955182902
20200114,1,1,86.92307692,1,-2.333803709,1.174217032,53.84615385,1,0,-2.283739277,0.835845943,-3.508020741,-3.11958522
20200115,1,0,70,1,-0.013002397,2.658338361,50.76923077,1,1,-6.08133558,-5.225891802,-2.671340758,-0.855443778
20200115,1,1,88.46153846,1,-7.119396061,-3.211575686,57.69230769,1,0,-2.403038945,1.282014221,-3.907820374,-3.685053166
20200115,0,0,72.30769231,1,-6.845204618,-4.837430512,51.53846154,1,0,-0.879482509,-1.145453476,-2.007774105,0.265970966
20200115,0,1,88.46153846,1,-2.309423761,1.222316385,58.46153846,1,1,11.13903196,8.558975143,-3.531740146,2.580056813
20200115,1,0,84.61538462,1,0.330411456,3.386710841,53.84615385,1,1,9.645338572,10.90970696,-3.056299385,-1.264368391
20200115,0,1,92.30769231,1,-3.836553606,0.243891622,68.46153846,1,0,-19.49661583,-14.06604729,-4.080445227,-5.430568546
20200115,1,1,71.53846154,1,-1.591073483,0.854306411,51.53846154,1,1,0.911179119,1.792529055,-2.445379894,-0.881349937
20200115,1,0,53.84615385,1,-1.867442927,-1.259274522,57.69230769,1,0,2.437032887,6.905696858,-0.608168405,-4.468663971
20200115,1,1,69.23076923,1,-5.283187594,-3.821855969,56.15384615,1,0,2.474768197,2.979181996,-1.461331625,-0.504413799
20200116,0,1,68.46153846,1,-0.229322077,1.636242246,53.84615385,1,1,-1.600128708,-0.267074231,-1.865564323,-1.333054477
20200116,1,0,89.23076923,1,-0.392158159,3.174305513,56.92307692,1,1,8.020605508,6.827167718,-3.566463672,1.19343779
20200116,1,0,60.76923077,1,-1.260811232,0.615396443,53.07692308,1,1,-3.2879987,-2.488134065,-1.876207675,-0.799864636
20200116,0,0,85.38461538,1,-5.395559462,-2.405416249,56.15384615,1,0,-5.984704563,-1.95206163,-2.990143213,-4.032642933
20200116,0,0,82.30769231,1,-4.742593067,-1.962213924,62.30769231,1,0,3.200712531,8.059111384,-2.780379143,-4.858398853
20200117,0,1,76.92307692,1,-1.885698682,1.132726187,52.30769231,0,0,-8.618330123,-8.4362218,-3.01842487,-0.182108323
20200117,1,1,83.84615385,1,-5.43898365,-2.61887028,57.69230769,1,1,-4.703805413,-6.904533042,-2.82011337,2.200727629
20200117,0,0,90,1,-3.993374732,0.165717929,65.38461538,1,0,0.867525589,5.394900168,-4.159092662,-4.527374579
20200117,1,0,90.76923077,1,-1.420642471,2.696222453,53.07692308,1,0,-9.717317497,-7.905048747,-4.116864924,-1.812268751
20200117,1,0,90,1,-4.025274799,-0.813238854,52.30769231,1,1,5.510406108,4.47630634,-3.212035945,1.034099767
20200117,0,1,76.92307692,1,-2.260378591,0.073740065,51.53846154,0,1,-8.441761904,-8.27064461,-2.334118656,-0.171117294
20200117,1,0,63.07692308,1,-5.490013417,-3.751946191,52.30769231,1,0,6.963791055,7.796384568,-1.738067226,-0.832593513
20200118,0,0,63.07692308,1,-0.961634694,0.97320473,60.76923077,1,0,3.500533548,5.819927072,-1.934839424,-2.319393524
20200118,0,0,80,1,-4.587193342,-1.824210299,56.92307692,1,0,-5.056036451,-3.594356705,-2.762983043,-1.461679746
20200118,1,1,71.53846154,1,0.716538919,2.211615916,51.53846154,0,1,2.929628151,2.443908112,-1.495076997,0.485720039
20200118,0,0,89.23076923,1,-4.819726739,-1.238078018,58.46153846,0,1,-0.080876354,0.875170524,-3.581648721,-0.956046878
20200118,1,0,79.23076923,1,-2.985345773,-0.844328204,60.76923077,1,1,-6.311194133,-9.338601723,-2.141017569,3.02740759
20200118,0,1,87.69230769,1,-4.718699256,-1.709667174,60,1,1,-4.499752893,-7.070420277,-3.009032082,2.570667384
20200118,1,1,60,1,-4.632816718,-3.461765326,56.15384615,1,1,-8.111112277,-8.611302764,-1.171051392,0.500190487
20200118,1,0,69.23076923,1,-2.237850944,-0.120247806,54.61538462,1,0,-1.5057239,-0.161995413,-2.117603139,-1.343728487
20200118,1,0,86.92307692,1,-6.170071665,-3.006514445,54.61538462,1,0,0.066884797,0.761549397,-3.16355722,-0.6946646
20200118,0,1,82.30769231,1,-6.996313124,-3.862203529,56.92307692,1,0,9.713880518,12.78390093,-3.134109595,-3.070020416
20200119,0,1,66.15384615,1,-3.746645826,-1.721688702,52.30769231,0,1,11.22419696,10.18061734,-2.024957125,1.043579615
20200119,0,0,75.38461538,1,-7.286958956,-5.253146302,63.84615385,1,1,2.434905245,0.413309611,-2.033812654,2.021595634
20200120,0,1,93.07692308,1,2.501608435,5.845852967,57.69230769,1,0,-3.633747926,-3.620216682,-3.344244532,-0.013531243
20200120,0,1,51.53846154,0,0.685418743,0.510726556,60,1,0,-5.880714865,1.148523584,0.174692187,-7.029238449
20200120,1,0,57.69230769,1,-0.41434038,1.008117623,55.38461538,1,0,-0.911216737,0.763818947,-1.422458002,-1.675035684
20200120,0,1,72.30769231,1,-6.774788643,-4.21940096,50.76923077,1,1,-15.35590198,-15.35945531,-2.555387683,0.003553335
20200120,0,1,84.61538462,1,-2.944557644,0.145759147,51.53846154,0,1,-5.745908172,-6.668208047,-3.090316791,0.922299875
20200120,0,1,84.61538462,1,-6.810832041,-3.435370423,53.84615385,0,1,0.781682947,-1.066706447,-3.375461618,1.848389394
20200120,1,1,57.69230769,1,0.70141759,1.711103582,50.76923077,0,0,10.30586646,11.69446365,-1.009685992,-1.388597196
20200120,1,1,75.38461538,1,-2.520760003,1.090089481,57.69230769,1,0,3.646070392,6.8574101,-3.610849484,-3.211339708
20200120,1,1,67.69230769,1,-5.186505046,-3.651663921,52.30769231,0,1,3.864758227,4.185449166,-1.534841124,-0.320690939
20200120,0,1,72.30769231,1,-1.932309602,1.035901085,53.07692308,0,0,-7.965102906,-5.057699474,-2.968210687,-2.907403431
20200120,0,1,76.15384615,1,-2.361647407,1.323931184,52.30769231,1,1,-5.387959944,-6.716316688,-3.685578591,1.328356744
20200120,1,1,90,1,-13.20474796,-10.35365813,51.53846154,0,0,2.62405978,4.299320839,-2.851089832,-1.675261059
20200120,0,0,76.92307692,1,-2.158241584,0.181038572,56.92307692,0,0,0.50160476,4.331203453,-2.339280156,-3.829598693
20200120,1,0,53.84615385,1,2.731645388,2.692772739,53.07692308,0,1,-9.545118874,-8.61716885,0.038872649,-0.927950024
20200121,0,0,60.76923077,1,0.299299864,1.714417068,52.30769231,1,1,-5.488785985,-6.430973221,-1.415117204,0.942187235
20200122,1,0,50.76923077,0,0.729054463,-0.184921411,61.53846154,1,0,-1.681392833,3.772736364,0.913975874,-5.454129197
20200122,1,0,92.30769231,1,-2.420834903,0.909198205,53.07692308,1,1,-7.466561782,-7.348599582,-3.330033108,-0.117962201
20200122,0,1,85.38461538,1,-4.573038878,-2.429799517,54.61538462,1,0,-13.48667187,-10.95021679,-2.143239361,-2.536455078
20200122,0,1,85.38461538,1,-0.940522744,2.263456145,51.53846154,0,1,-5.866691576,-4.589756945,-3.203978889,-1.276934631
20200122,0,0,86.92307692,1,-1.324257498,1.706113967,56.15384615,1,1,0.149279306,0.285914573,-3.030371465,-0.136635267
20200122,0,1,50.76923077,1,3.889859072,3.492411977,53.07692308,1,1,11.88573092,12.91125257,0.397447095,-1.025521651
20200122,0,1,55.38461538,1,4.703387605,4.793628298,56.92307692,1,1,-10.01573943,-10.59636132,-0.090240692,0.580621884
20200122,1,0,65.38461538,1,-2.979304153,-1.022312187,60.76923077,1,0,-4.289601897,0.481241784,-1.956991966,-4.770843681
20200122,1,0,63.84615385,1,5.961314054,8.116460157,50.76923077,0,1,-5.04869767,-4.310396201,-2.155146103,-0.738301469
20200122,1,1,79.23076923,1,-11.69454615,-8.888698485,53.07692308,1,0,-1.863737854,-1.329029435,-2.805847662,-0.534708419
20200122,1,0,86.15384615,1,-1.628270948,1.039112913,57.69230769,1,0,3.914915501,6.081690629,-2.66738386,-2.166775128
20200123,0,0,54.61538462,1,1.04784858,1.655373054,53.84615385,1,0,-13.47257732,-11.78507243,-0.607524474,-1.687504893
20200123,1,0,81.53846154,1,-4.273244328,-1.802262757,55.38461538,1,0,-7.491444015,-4.293313793,-2.470981572,-3.198130223
20200123,1,0,72.30769231,1,-7.304885957,-5.467225811,56.92307692,1,0,-8.081220005,-6.951281034,-1.837660145,-1.129938971
20200124,0,1,73.84615385,1,-5.531465577,-3.442538502,53.07692308,1,0,1.765660394,3.403327844,-2.088927075,-1.63766745
20200124,0,1,58.46153846,1,-6.755814786,-5.466199695,58.46153846,1,1,1.725331122,-0.599599122,-1.289615091,2.324930244
20200124,0,0,93.07692308,1,-0.225951223,3.418742696,51.53846154,0,1,2.668573933,3.429145984,-3.64469392,-0.760572051
20200124,0,1,91.53846154,1,-4.882299108,-1.193626844,50.76923077,0,1,4.53654741,5.899587234,-3.688672264,-1.363039825
20200124,1,0,78.46153846,1,-9.556424529,-6.795625962,56.92307692,1,1,11.47836974,9.849759392,-2.760798567,1.62861035
20200124,1,1,82.30769231,1,-13.71007773,-10.99035601,53.84615385,1,0,-9.307779369,-7.815028222,-2.719721721,-1.492751147
20200124,1,0,53.84615385,1,-3.764077776,-2.6708954,55.38461538,1,0,-7.797570016,-4.410360621,-1.093182376,-3.387209395
20200124,0,0,63.07692308,1,-3.488712126,-1.634387942,55.38461538,1,1,-8.028817305,-8.21633914,-1.854324184,0.187521834
20200124,1,0,87.69230769,1,-0.172723162,2.952416457,58.46153846,1,0,-6.372624973,-2.682264472,-3.125139619,-3.690360502
20200124,1,0,87.69230769,1,-5.203175275,-1.812653248,56.15384615,1,0,-15.28904228,-13.18432539,-3.390522027,-2.104716897
20200124,1,0,77.69230769,1,-3.843917583,-1.624599122,50.76923077,0,0,4.389148153,6.958960443,-2.219318461,-2.56981229
20200125,1,0,62.30769231,1,-3.51896778,-1.63972213,64.61538462,1,0,1.863517951,5.060229052,-1.87924565,-3.1967111
20200125,1,0,78.46153846,1,-5.462142214,-2.75445672,56.92307692,0,1,0.133413617,-0.835008271,-2.707685494,0.968421888
20200125,0,0,56.15384615,1,-1.268838393,-1.104797112,53.84615385,0,0,-4.99849153,-4.273521842,-0.164041281,-0.724969688
20200125,0,1,56.92307692,1,-1.307372054,-0.574274411,54.61538462,1,0,4.346164991,5.083259262,-0.733097643,-0.737094271
20200125,1,1,79.23076923,1,-8.795749383,-5.894765096,54.61538462,1,0,-4.684813114,-2.754825825,-2.900984287,-1.929987288
20200126,1,1,70,1,-4.803509014,-2.585839772,60.76923077,1,0,-17.74062662,-15.49181984,-2.217669242,-2.248806778
20200126,0,0,69.23076923,1,-6.092743832,-3.747911499,56.15384615,1,0,-21.38861574,-18.41603253,-2.344832333,-2.972583214
20200126,0,1,81.53846154,1,-7.15115215,-3.997484678,56.92307692,1,0,-2.319756839,0.03408224,-3.153667472,-2.353839079
20200126,1,1,74.61538462,1,-4.625498445,-2.040201019,55.38461538,1,0,1.088541089,3.806715771,-2.585297426,-2.718174682
20200126,1,0,77.69230769,1,-8.59329708,-5.459619018,52.30769231,0,0,-5.384924775,-3.751681939,-3.133678061,-1.633242836
20200126,0,0,80.76923077,1,-8.552218393,-5.306535,56.92307692,1,1,-5.011567499,-5.78252095,-3.245683393,0.770953451
20200126,1,0,70,1,-5.10342809,-2.987984983,56.15384615,1,1,-0.803206703,-2.143679544,-2.115443107,1.340472841
20200126,0,0,83.84615385,1,-10.73817767,-7.567280898,50.76923077,0,0,2.618181344,1.172064424,-3.170896776,1.446116921
20200127,1,1,54.61538462,1,-1.001102933,-0.588323843,57.69230769,0,1,6.251163805,4.954313935,-0.41277909,1.29684987
20200127,1,1,90.76923077,1,-6.10798537,-3.290594303,53.84615385,0,0,8.431538598,9.343248283,-2.817391066,-0.911709685
20200127,0,0,74.61538462,1,4.119003146,6.752264426,55.38461538,1,0,-4.604345077,0.026576689,-2.63326128,-4.630921766
20200127,0,0,56.92307692,1,1.947841434,2.498431594,51.53846154,0,1,-1.495783829,-1.26551959,-0.550590159,-0.230264239
20200127,1,1,51.53846154,0,2.946634355,3.36878199,52.30769231,0,0,-3.649280938,-0.342485398,-0.422147635,-3.30679554
20200127,0,0,55.38461538,0,1.511678168,1.379652341,53.84615385,0,0,-8.435989179,-4.272305038,0.132025827,-4.163684141
20200128,1,1,86.92307692,1,3.658774087,6.658985291,56.15384615,1,1,-15.10035024,-17.96781028,-3.000211204,2.867460046
20200128,1,0,57.69230769,1,1.969666252,3.052473975,55.38461538,1,0,-10.64839202,-9.593287178,-1.082807723,-1.055104845
20200128,0,0,60.76923077,1,-3.236172834,-2.109475886,53.84615385,1,1,6.77391347,5.453779906,-1.126696949,1.320133564
20200128,1,1,53.07692308,0,-2.231905568,-2.763716008,56.92307692,1,0,7.467757206,10.57574514,0.53181044,-3.107987939
20200128,0,0,83.07692308,1,-1.462625896,1.127125025,56.92307692,1,0,-10.09550528,-8.042715587,-2.58975092,-2.052789696
20200128,1,0,92.30769231,1,1.059920129,4.189834161,57.69230769,0,0,-11.48403046,-9.619591049,-3.129914032,-1.864439415
20200128,0,0,96.15384615,1,0.85537957,4.716958869,55.38461538,1,0,7.276147914,7.733363069,-3.861579299,-0.457215155
20200129,1,0,73.07692308,1,-4.413521988,-2.343113277,55.38461538,1,0,-0.409700364,0.976756468,-2.070408711,-1.386456832
20200129,1,1,87.69230769,1,-10.67382099,-6.856608135,56.92307692,1,1,-2.859145192,-1.675502828,-3.817212852,-1.183642363
20200129,1,1,67.69230769,1,-1.257240863,1.239050449,53.84615385,0,1,4.038857466,4.190177225,-2.496291312,-0.151319759
20200129,0,0,86.15384615,1,0.089467454,2.684618524,53.84615385,1,0,6.900279432,7.406418808,-2.59515107,-0.506139376
20200129,0,1,83.07692308,1,-5.37318308,-1.960452654,54.61538462,1,1,1.654464152,0.485738967,-3.412730426,1.168725185
20200129,0,1,82.30769231,1,-6.733891088,-4.112151643,51.53846154,0,0,-14.12659318,-13.38739702,-2.621739445,-0.739196161
20200130,0,0,85.38461538,1,-2.369188988,0.69087462,52.30769231,0,0,2.244864348,3.959417178,-3.060063608,-1.71455283
20200130,1,1,91.53846154,1,1.978950915,5.392282762,53.07692308,0,0,5.641951128,6.372729107,-3.413331848,-0.730777979
20200130,0,0,90,1,-0.589081132,2.417290157,50.76923077,0,0,-1.769298165,-0.314995726,-3.006371288,-1.454302439
20200130,0,0,80.76923077,1,-1.45852399,0.807253325,51.53846154,0,0,-6.06076382,-6.043001681,-2.265777315,-0.017762139
20200130,1,1,65.38461538,1,-3.298759376,-2.603515649,56.15384615,1,0,4.782165701,7.131566985,-0.695243727,-2.349401285
20200131,0,1,80,1,0.656992284,2.262384832,52.30769231,1,1,-0.672633389,-2.499084141,-1.605392548,1.826450752
20200131,0,1,93.84615385,1,-1.203747525,2.261710312,57.69230769,1,1,-5.75425883,-4.718409489,-3.465457837,-1.035849341
20200131,1,1,68.46153846,1,-0.58814156,1.773617791,53.84615385,1,1,2.268975138,0.990043504,-2.361759351,1.278931634
20200131,0,1,63.84615385,1,-8.430159318,-7.180337478,56.92307692,1,1,-18.1375967,-17.40930531,-1.24982184,-0.728291394
20200131,0,0,60,1,0.918178851,1.755263918,52.30769231,0,0,-15.70349807,-16.77925381,-0.837085067,1.075755738
20200131,1,1,66.15384615,1,-4.305308,-3.183233206,58.46153846,1,0,-1.904122807,-1.388504235,-1.122074795,-0.515618572
20200201,1,1,67.69230769,1,-2.873912466,-0.750581125,58.46153846,1,0,0.152134717,4.635141539,-2.123331341,-4.483006823
20200201,1,1,85.38461538,1,-1.113239186,2.338898972,50.76923077,0,0,-11.82901189,-9.155379286,-3.452138158,-2.673632607
20200201,1,0,80.76923077,1,-1.370779717,1.346412879,55.38461538,1,0,2.231176519,2.615864373,-2.717192596,-0.384687854
20200201,1,0,69.23076923,1,-8.532426744,-5.612122859,51.53846154,1,1,13.73590769,14.35519006,-2.920303885,-0.619282376
20200201,1,0,89.23076923,1,-5.542247431,-2.067433205,51.53846154,0,1,-15.20986398,-13.50919676,-3.474814226,-1.700667228
20200201,0,1,90,1,-1.475132057,2.44217443,55.38461538,1,0,6.705483326,8.799666822,-3.917306487,-2.094183496
20200201,1,0,76.15384615,1,0.498408567,2.425995478,60.76923077,1,1,4.933715618,2.141717225,-1.92758691,2.791998394
20200201,0,1,65.38461538,1,-2.73863213,-0.860751094,56.92307692,1,1,-1.697382363,-3.847979028,-1.877881036,2.150596664
20200201,1,0,53.07692308,1,1.80804829,1.512214956,53.84615385,1,1,-15.94008252,-15.14038204,0.295833333,-0.799700475
20200202,1,0,89.23076923,1,-0.376442706,4.229423131,54.61538462,1,0,-11.96879227,-12.77057196,-4.605865837,0.80177969
20200202,0,0,78.46153846,1,-7.938998056,-5.351464817,55.38461538,1,0,1.702192463,3.703626419,-2.587533239,-2.001433956
20200202,1,1,83.84615385,1,-5.294405508,-1.304735615,59.23076923,1,0,-24.28836398,-22.53692081,-3.989669894,-1.751443168
20200203,0,0,56.15384615,1,-3.642946281,-2.895219043,62.30769231,1,0,-1.213045658,3.666536263,-0.747727238,-4.879581921
20200203,0,0,83.84615385,1,-1.207522035,1.409421307,53.07692308,0,1,-4.864104965,-5.429856233,-2.616943342,0.565751268
