,문서 번호,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
4927,4927,1.0,0.8326648,"[(0, 0.03337053), (1, 0.8326648), (2, 0.033533197), (3, 0.033333376), (4, 0.033333384), (5, 0.03376472)]"
4928,4928,3.0,0.42515048,"[(0, 0.32789785), (1, 0.21735361), (3, 0.42515048)]"
4929,4929,1.0,0.5099503,"[(0, 0.016687375), (1, 0.5099503), (2, 0.017085053), (3, 0.016755542), (4, 0.42285508), (5, 0.016666682)]"
4930,4930,4.0,0.2994698,"[(0, 0.2743132), (1, 0.292104), (3, 0.11819772), (4, 0.2994698)]"
4931,4931,1.0,0.92395765,"[(0, 0.015181322), (1, 0.92395765), (2, 0.0151800355), (3, 0.015292394), (4, 0.015188706), (5, 0.015199905)]"
4932,4932,5.0,0.50799733,"[(0, 0.011972703), (1, 0.44399), (2, 0.011914187), (3, 0.012060676), (4, 0.012065143), (5, 0.50799733)]"
4933,4933,0.0,0.6908501,"[(0, 0.6908501), (1, 0.11238254), (2, 0.03893072), (4, 0.059083056), (5, 0.09175068)]"
4934,4934,1.0,0.77088434,"[(0, 0.020850446), (1, 0.77088434), (2, 0.020879451), (3, 0.14571872), (4, 0.0208337), (5, 0.020833364)]"
4935,4935,1.0,0.41331032,"[(0, 0.39552096), (1, 0.41331032), (2, 0.021033952), (3, 0.12812129), (4, 0.021134613), (5, 0.02087881)]"
4936,4936,3.0,0.34191704,"[(0, 0.09126783), (1, 0.27670845), (2, 0.27247664), (3, 0.34191704)]"
4937,4937,3.0,0.29616266,"[(0, 0.124981984), (1, 0.26090363), (2, 0.175196), (3, 0.29616266), (4, 0.12592715), (5, 0.016828513)]"
4938,4938,0.0,0.16666667,"[(0, 0.16666667), (1, 0.16666667), (2, 0.16666667), (3, 0.16666667), (4, 0.16666667), (5, 0.16666667)]"
4939,4939,5.0,0.5816563,"[(0, 0.016666694), (1, 0.3516027), (2, 0.016705684), (3, 0.016670447), (4, 0.016698223), (5, 0.5816563)]"
4940,4940,1.0,0.8333042,"[(0, 0.033361383), (1, 0.8333042), (2, 0.03333436), (3, 0.03333334), (4, 0.03333334), (5, 0.03333334)]"
4941,4941,0.0,0.39756218,"[(0, 0.39756218), (2, 0.39659673), (4, 0.178012)]"
