date,X01-a,X01-b,X02-a,X02-b,Z01-a,Z01-b,Z02-a,Z02-b,Z03-a,Z03-b,Z04-a,Z04-b,Z05-a,Z05-b,Y01-a,Y01-b,Y02-a,Y02-b,Y03-a,Y03-b,T01-a,T01-b
2018-01-02,0.09214,0.08556,7.14285,17.14285,0.52938,0.37056,0,0.64822,13.62678,8.09141,9.98972,5.08474,8.84895,19.13102,0.05805,0.38396,0.57063,1.06415,1.8471,8.44022,4.02777,5.13888
2018-01-03,0.11057,0.09741,12.85714,10,1.16463,0.847,0.25929,1.16681,14.28705,5.81909,5.9322,3.74935,5.25477,18.90354,0.06196,0.40542,0.6169,0.8945,2.84761,8.02975,4.93055,4.44444
2018-01-04,0.10136,0.10662,12.85714,11.42857,2.17046,0.95288,2.11754,0.77787,17.79097,6.5498,6.31741,3.31278,5.59599,21.0646,0.06683,0.3942,0.6169,1.14127,2.56541,6.00307,5.17361,4.58333
2018-01-05,0.09609,0.10926,14.28571,7.14285,0.79407,1.05876,0.56179,0.82108,14.41982,5.74118,5.31587,2.38828,4.70882,13.67151,0.0644,0.37225,0.47809,0.80197,1.38532,6.64443,5.48611,3.54166
2018-01-06,0.05528,0.07635,0,0,0.68819,0.47644,0.3025,0.47536,9.06786,3.03192,3.9548,1.59219,3.50318,9.3494,0.04195,0.31029,0.40098,0.55521,1.2314,2.5141,1.31944,1.73611
2018-01-07,0.06187,0.0408,8.57142,0,0.52938,0.26469,0.51858,0.73465,7.27077,4.60859,2.72213,2.20852,2.41128,10.41856,0.04488,0.29565,0.2776,0.55521,1.53925,2.82195,1.94444,2.8125
2018-01-08,0.11584,0.11979,0,8.57142,0.95288,1.11169,0.21607,1.46931,13.81506,7.7392,7.01078,3.1587,6.21019,22.83894,0.07025,0.44689,0.55521,1.06415,2.74499,7.85017,6.25,4.61805
2018-01-09,0.14217,0.11321,20,11.42857,1.32345,0.31762,1.38288,1.38288,19.09139,7.60253,6.08628,3.54391,5.39126,21.81528,0.07659,0.4425,0.53979,1.3726,3.25808,7.05489,5.86805,4.65277
2018-01-10,0.15928,0.1448,10,10,1.05876,1.90577,1.55574,0.99394,19.20566,6.87442,6.75398,2.41397,5.98271,18.03912,0.07415,0.41079,0.53979,1.24922,2.92457,8.74807,5.24305,4.93055
2018-01-11,0.76746,0.19746,27.14285,24.28571,1.32345,1.79989,1.12359,0.90751,14.60778,8.00376,4.44273,3.08166,3.93539,21.5878,0.0844,0.47812,0.8945,1.46514,4.05336,14.03283,5.9375,4.375
2018-01-12,0.23827,0.10004,20,0,1.79989,1.90577,1.12359,1.38288,12.28644,7.51164,5.16178,2.15716,4.57233,22.17925,0.11953,0.523,1.00246,1.75817,9.54335,29.42534,5.9375,4.375
2018-01-13,0.09873,0.05265,0,0,0.47644,1.21757,0,0.51858,7.43114,3.39679,2.51669,2.69645,2.22929,11.96542,0.04634,0.31419,0.24676,0.64774,3.61723,7.41405,1.84027,2.29166
2018-01-14,0.13032,0.06976,0,0,0.79407,0.68819,0.3025,0.3025,6.06677,3.07542,3.00462,1.79763,2.66151,13.44404,0.04293,0.33615,0.23133,0.90993,2.56541,6.67008,1.5625,2.53472
2018-01-15,0.1527,0.10399,8.57142,12.85714,0.89994,1.00582,0.69144,0.77787,13.69073,6.78969,7.96096,2.56805,7.05186,28.20746,0.09611,0.47909,0.66317,1.98951,8.51718,17.72703,7.32638,5.3125
2018-01-16,0.91753,0.15533,27.14285,8.57142,1.58814,1.85283,1.46931,0.90751,12.28352,7.82295,7.31895,3.00462,6.48316,29.29936,0.12099,0.51373,0.69401,2.17458,8.69676,14.82811,6.18055,5
2018-01-17,1.21768,0.26854,22.85714,10,2.96453,1.69401,1.29645,1.55574,12.35493,8.87341,7.1135,2.28556,6.30118,26.52411,0.12636,0.54984,0.94077,1.63479,9.92816,13.85325,5.20833,5.13888
2018-01-18,0.33831,0.16455,15.71428,11.42857,0.89994,1.9587,0.8643,0.64822,11.37589,6.95492,5.31587,2.77349,4.70882,21.29208,0.09367,0.43762,0.35471,1.24922,5.10518,10.15905,5.72916,4.0625
2018-01-19,0.25406,0.1448,12.85714,10,1.16463,1.37638,1.46931,1.21002,10.71951,6.36639,4.57113,2.08012,4.04913,28.2757,0.10294,0.43128,0.58605,1.14127,7.43971,9.31246,3.85416,3.33333
2018-01-20,0.13559,0.07635,0,0,0.68819,0.58231,0.64822,0.38893,7.62071,2.92999,3.23574,1.61787,2.86624,16.6515,0.05952,0.28736,0.2776,0.4164,2.74499,2.87326,0.72916,1.66666
2018-01-21,0.10662,0.05528,0,0,0,0,0.21607,0.3025,6.21057,2.86734,2.85053,2.56805,2.52502,14.26296,0.06732,0.27467,0.20049,0.49352,2.92457,3.0785,0.86805,1.5625
2018-01-22,0.23695,0.13295,15.71428,15.71428,2.27633,1.21757,2.20397,1.21002,11.39082,6.80008,5.34155,2.95326,4.73157,29.29936,0.1166,0.38103,0.67859,1.06415,6.64443,8.02975,4.13194,3.36805
2018-01-23,0.20272,0.18034,12.85714,12.85714,0.52938,1.27051,0.73465,1.03716,11.14541,6.41476,5.9322,2.3626,5.25477,21.5878,0.0922,0.44885,0.50894,1.2338,3.15546,7.77321,5.38194,3.29861
2018-01-24,0.18166,0.13953,20,20,0.68819,1.64107,1.12359,1.33967,10.95194,5.97685,5.54699,2.69645,4.91355,22.7707,0.08977,0.47714,0.43183,1.18753,4.59209,6.74704,4.20138,3.05555
2018-01-25,0.17639,0.13032,7.14285,0,0.4235,1.21757,1.25324,0.47536,14.33834,6.52837,9.32203,2.08012,8.2575,27.57051,0.13416,0.40542,0.63232,1.89697,4.79733,6.4905,4.44444,4.27083
2018-01-26,0.22379,0.1211,14.28571,0,0.847,2.01164,0.8643,0.95073,11.57098,5.82136,5.2645,2.72213,4.66333,23.83985,0.09464,0.39713,0.55521,1.77359,4.23293,6.72139,4.375,3.71527
2018-01-27,0.10399,0.09873,7.14285,0,0.26469,0.68819,0.3025,0.69144,6.14955,2.74431,2.56805,2.02876,2.27479,13.92174,0.07318,0.33175,0.44725,1.11042,2.53976,3.05284,1.14583,1.18055
2018-01-28,0.12769,0.08161,0,0,0.4235,0.31762,0.25929,0.77787,5.7045,2.70601,2.43965,1.51515,2.16105,12.51137,0.06879,0.29955,0.44725,1.18753,1.94971,2.87326,0.90277,0.97222
2018-01-29,0.15533,0.15138,14.28571,11.42857,1.21757,1.37638,0.99394,1.08038,11.35706,6.78774,6.0606,2.92758,5.36851,34.64513,0.13026,0.50642,1.20296,2.97655,4.51513,8.79938,5.45138,3.09027
2018-01-30,0.18693,0.14743,24.28571,7.14285,2.85865,1.00582,3.84615,1.33967,12.17899,7.05685,4.95634,2.28556,4.39035,28.2757,0.17758,0.45177,1.66563,1.92782,6.92662,6.05438,3.78472,2.95138
2018-01-31,0.33173,0.20799,7.14285,8.57142,2.38221,1.27051,2.54969,1.38288,10.7695,8.62118,3.90344,2.08012,3.45768,25.84167,0.13563,0.41665,1.01789,1.58852,6.28527,4.89994,4.13194,5.625
2018-02-01,0.26459,0.20404,12.85714,0,1.37638,2.06458,1.81503,1.03716,10.56889,6.91759,3.56959,2.46533,3.16196,24.77252,0.13904,0.38298,0.92535,1.14127,5.79784,4.9256,5.34722,4.47916
2018-02-02,0.35543,0.17376,27.14285,14.28571,9.37003,1.74695,12.10025,1.51253,12.13711,8.37934,6.8567,3.54391,6.0737,33.68971,0.20491,0.42787,1.89697,1.80444,8.08106,5.61826,5.27777,3.09027
2018-02-03,0.15007,0.09873,0,0,2.27633,0.26469,2.2904,0.3025,11.93033,3.10204,3.72367,4.51977,3.29845,23.79435,0.19515,0.29516,1.86613,0.70943,7.00359,2.00102,1.73611,0.86805
2018-02-04,0.13164,0.06582,0,0,1.27051,0.26469,1.03716,0.43215,5.90446,2.64498,2.79917,5.31587,2.47952,23.38489,0.12001,0.26979,1.03331,0.87908,4.74602,2.00102,0.86805,0.79861
2018-02-05,0.44363,0.24485,17.14285,10,19.58708,0.79407,23.85479,0.95073,13.51252,10.90974,9.86132,10.63174,8.73521,55.70973,0.29809,0.44153,2.94571,1.88155,15.13596,9.15854,3.78472,3.61111
2018-02-06,0.9386,0.31198,28.57142,20,30.38644,1.5352,37.59723,1.4261,15.68745,52.57405,10.16949,13.89316,9.00818,57.37033,0.68205,0.65668,6.10734,3.68599,24.73063,13.5454,4.93055,4.0625
2018-02-07,0.82934,0.36859,20,24.28571,11.91106,1.37638,13.13742,1.4261,12.80875,10.65166,4.10888,10.45197,3.63967,53.20746,0.35712,0.60887,3.22331,2.71437,11.6983,8.0041,3.92361,3.95833
2018-02-08,0.5858,0.233,28.57142,15.71428,3.97035,2.32927,4.36473,1.08038,10.90616,8.16542,4.44273,6.03492,3.93539,35.69153,0.24296,0.55959,1.44972,2.02035,9.36377,8.08106,3.81944,2.95138
2018-02-09,0.31067,0.15007,12.85714,8.57142,6.45844,1.64107,7.04407,0.99394,11.4697,8.49101,4.34001,9.14227,3.8444,37.82984,0.3703,0.5713,2.17458,2.3288,10.90302,8.10672,3.05555,3.09027
2018-02-10,0.13032,0.05397,0,0,2.17046,0.26469,2.24719,0.38893,6.12877,2.64141,2.61941,6.11196,2.32029,20.83712,0.10879,0.28443,0.95619,0.63232,2.38583,1.97537,0.79861,0.48611
2018-02-11,0.10531,0.0487,0,0,1.16463,0,0.95073,0,5.14875,2.19181,2.15716,5.2645,1.91082,18.01637,0.10538,0.26687,0.66317,0.57063,2.23191,1.97537,0.86805,0.65972
2018-02-12,0.15533,0.11979,11.42857,7.14285,2.11752,0.52938,2.03111,0.95073,10.37152,6.16221,3.67231,6.34309,3.25295,27.09281,0.14977,0.38688,1.11042,1.32634,3.412,3.77116,4.02777,2.32638
2018-02-13,0.13559,0.09741,21.42857,12.85714,2.59396,0.74113,1.94468,0.64822,9.25873,5.81714,2.77349,5.23882,2.45677,24.79526,0.13075,0.39859,0.78655,0.98704,4.84864,4.61775,2.63888,1.97916
2018-02-14,0.12769,0.07898,12.85714,18.57142,0.847,0.63525,0.47536,0.43215,8.61761,4.84329,3.54391,2.79917,3.13921,17.47042,0.10587,0.28687,0.30845,0.77112,2.89892,3.30938,2.60416,2.11805
2018-02-15,0.07108,0.02896,0,0,0,0,0.69144,0,4.99715,1.99509,2.02876,1.64355,1.79708,8.7807,0.03903,0.19807,0.23133,0.37014,1.00051,1.71883,0.69444,0.24305
2018-02-16,0.05397,0.03817,0,0,0,0,0,0,5.5701,1.86817,1.54083,1.79763,1.36487,7.50682,0.03707,0.38591,0.07711,0.30845,0.84658,1.43663,0.17361,0.52083
2018-02-17,0.0645,0.04607,0,0,0,0,0,0.34572,5.62789,1.88505,1.66923,2.05444,1.47861,9.55414,0.04098,0.26491,0.12338,0.1388,1.00051,0.9492,0.59027,0.34722
2018-02-18,0.04739,0.0487,0,0,0.37056,0,0,0.25929,5.21789,2.12364,2.2342,2.77349,1.97907,12.1929,0.04634,0.28394,0.1388,0.10795,1.00051,0.82093,0.24305,0.45138
2018-02-19,0.10399,0.11057,27.14285,22.85714,0.4235,0.37056,0.43215,1.25324,12.47309,5.64444,7.31895,3.38983,6.48316,22.31574,0.10635,0.40445,0.32387,1.01789,2.43714,3.61723,3.09027,1.90972
2018-02-20,0.11979,0.10004,11.42857,8.57142,1.5352,0.31762,2.16076,0.47536,10.81462,5.40065,4.00616,3.33846,3.54868,20.17743,0.09611,0.33615,0.55521,0.72486,2.36018,2.87326,3.57638,2.67361
2018-02-21,0.11979,0.12637,10,15.71428,0.52938,0.4235,0.60501,0.95073,9.41033,5.15946,3.05598,2.38828,2.707,14.80891,0.10977,0.33663,0.43183,0.60148,1.79579,1.94971,3.61111,2.67361
2018-02-22,0.12637,0.1369,21.42857,0,0.847,0.79407,1.4261,0.56179,9.65087,5.04909,4.18592,2.77349,3.70791,15.99181,0.15075,0.34541,0.66317,0.46267,2.59107,2.1806,3.19444,2.39583
2018-02-23,0.129,0.11847,10,21.42857,0.37056,1.21757,0.38893,0.25929,8.71759,4.56087,2.51669,2.13148,2.22929,12.87534,0.08684,0.28199,0.46267,0.81739,1.5649,1.8984,3.54166,2.39583
2018-02-24,0.0566,0.04475,0,0,0.26469,0.52938,0.21607,0,4.56217,1.6695,1.38674,1.66923,1.22838,9.94085,0.03951,0.1971,0.30845,0.30845,0.84658,0.69266,1.00694,0.86805
2018-02-25,0.06187,0.04212,0,0,0.26469,0,0,0.34572,4.3252,1.67599,1.54083,2.08012,1.36487,9.21292,0.04293,0.23564,0.16964,0.24676,0.667,0.56439,0.55555,0.72916
2018-02-26,0.10662,0.08293,27.14285,12.85714,0.47644,0.52938,0.43215,0.77787,9.77812,4.82056,3.36414,2.43965,2.97998,15.35486,0.05805,0.30687,0.35471,0.74028,1.33401,1.43663,4.23611,2.01388
2018-02-27,0.11716,0.09873,17.14285,20,1.00582,1.16463,0.25929,0.77787,10.61628,4.84296,4.62249,3.08166,4.09463,15.17288,0.07318,0.29614,0.46267,0.63232,2.23191,1.35967,3.47222,2.46527
2018-02-28,0.14217,0.11584,17.14285,21.42857,2.27633,0.52938,2.93863,0.95073,9.09383,5.1744,4.00616,2.69645,3.54868,15.42311,0.10587,0.31761,0.60148,0.60148,2.56541,2.69368,3.05555,2.04861
2018-03-01,0.10531,0.06713,8.57142,0,0.52938,0,0.64822,0,5.41007,2.4317,2.43965,2.79917,2.16105,9.41765,0.07513,0.24637,0.37014,0.40098,1.20574,0.76962,0.90277,0.69444
2018-03-02,0.14085,0.129,8.57142,7.14285,1.00582,0,1.59896,0.34572,9.03702,4.9978,2.64509,4.03184,2.34303,19.17652,0.12148,0.34249,0.69401,1.15669,2.23191,2.05233,2.25694,2.22222
2018-03-03,0.08556,0.05397,0,0,0,0,0,0.21607,4.6589,1.80519,2.13148,2.20852,1.88808,11.5787,0.04195,0.41177,0.37014,0.44725,0.84658,0.79527,0.72916,1.00694
2018-03-04,0.06187,0.0645,0,0,0.47644,0,0.38893,0.25929,4.57191,1.69709,1.9774,3.08166,1.75159,11.28298,0.05269,0.2898,0.2776,0.23133,0.69266,0.74397,0.97222,1.00694
2018-03-05,0.1369,0.1527,0,10,1.74695,1.00582,2.80898,0.77787,8.9484,5.17732,2.92758,5.41859,2.59326,26.06915,0.1366,0.5874,1.095,1.43429,2.02668,2.61672,3.71527,2.22222
2018-03-06,0.23695,0.18824,8.57142,10,0.47644,0.31762,1.08038,0.8643,8.76694,4.8777,3.51823,2.67077,3.11646,16.24203,0.08733,0.38152,0.33929,0.80197,1.35967,1.69317,3.26388,2.67361
2018-03-07,0.20141,0.16586,22.85714,25.71428,2.54102,0.63525,2.33362,0.25929,10.56012,5.43993,4.72521,3.26142,4.18562,16.51501,0.09952,0.34688,0.69401,1.17211,1.94971,3.25808,2.8125,2.25694
2018-03-08,0.20009,0.15007,21.42857,21.42857,0.79407,0.79407,0.51858,0.73465,8.81823,4.8066,3.67231,2.28556,3.25295,14.05823,0.05903,0.35615,0.52436,0.69401,1.30836,1.8984,2.95138,2.08333
2018-03-09,0.12769,0.14085,18.57142,10,0.26469,1.42932,0.25929,0.77787,8.7572,5.37501,4.16024,2.77349,3.68516,14.83166,0.07074,0.33956,0.4164,1.17211,0.89789,2.10364,3.78472,2.1875
2018-03-10,0.08425,0.08819,0,0,0,0.26469,0,0.21607,4.23982,1.76267,1.00154,2.00308,0.88717,9.84986,0.03415,0.22198,0.09253,0.46267,0.23088,0.87224,0.97222,0.79861
2018-03-11,0.07766,0.09346,0,0,0.4235,0,0,0.3025,4.22619,1.92043,1.15562,2.69645,1.02365,10.05459,0.03659,0.23662,0.16964,0.32387,0.23088,1.30836,0.65972,0.72916
2018-03-12,0.15533,0.15665,11.42857,32.85714,0.31762,1.05876,0.69144,0.56179,10.01477,5.065,5.49563,3.77503,4.86806,20.33666,0.06683,0.38932,0.52436,1.43429,1.15443,3.05284,3.26388,2.36111
2018-03-13,0.14875,0.1685,28.57142,34.28571,0.74113,0.63525,0.77787,0.73465,8.95781,5.32599,3.92912,2.9019,3.48043,17.53867,0.06537,0.35956,0.33929,1.14127,1.12878,2.02668,4.02777,1.94444
2018-03-14,0.14743,0.18693,0,18.57142,0.74113,0.95288,1.08038,0.69144,8.22158,5.16109,4.82794,2.49101,4.27661,13.48953,0.05854,0.30248,0.16964,0.66317,0.87224,1.59055,3.78472,2.36111
2018-03-15,0.15796,0.16586,21.42857,24.28571,0.68819,0.74113,0.3025,0.77787,8.17646,5.19679,2.3626,2.72213,2.09281,13.21656,0.05659,0.35761,0.2776,1.06415,0.59004,2.20625,2.60416,2.04861
2018-03-16,0.11452,0.14085,20,8.57142,0.31762,0.47644,0.25929,0.60501,7.33343,4.7459,3.00462,2.33692,2.66151,12.73885,0.06342,0.29224,0.12338,0.7557,0.82093,2.02668,3.26388,2.29166
2018-03-17,0.06713,0.07108,11.42857,0,0.26469,0,0.25929,0.73465,3.96422,1.86849,1.61787,1.95172,1.43312,8.28025,0.02536,0.23906,0.10795,0.29302,0.23088,0.667,1.14583,1.14583
2018-03-18,0.08556,0.09214,14.28571,0,0,0,0,0,3.96163,1.81688,1.82331,2.64509,1.6151,9.09918,0.04146,0.2615,0.09253,0.15422,0.12827,0.28219,0.9375,0.90277
2018-03-19,0.17245,0.17639,18.57142,12.85714,1.05876,0,0.99394,0.56179,8.01512,5.12051,3.77503,3.23574,3.34394,16.42402,0.06732,0.3381,0.2776,0.58605,0.79527,1.53925,3.88888,2.43055
2018-03-20,0.19877,0.233,21.42857,17.14285,0.89994,0.37056,0.77787,1.12359,7.69992,5.20978,3.2871,2.79917,2.91173,15.55959,0.06391,0.32883,0.26218,0.80197,1.18009,2.43714,3.57638,2.1875
2018-03-21,0.17771,0.24221,24.28571,27.14285,0.58231,0.31762,1.29645,0.77787,7.54021,4.94846,2.54237,2.31124,2.25204,12.48862,0.05025,0.30834,0.15422,0.64774,0.9492,2.25756,4.65277,2.39583
2018-03-22,0.12505,0.20009,11.42857,27.14285,3.33509,1.16463,2.46326,0.60501,15.48359,8.88088,7.19054,4.36569,6.36942,17.90263,0.07025,0.30638,0.30845,0.94077,1.66752,1.92406,4.23611,2.36111
2018-03-23,0.30672,0.26196,0,20,11.59343,0.79407,19.74935,0.3025,9.83363,29.08441,6.08628,8.65434,5.39126,33.43949,0.23857,0.38249,1.61937,2.25169,6.28527,6.31092,3.61111,2.46527
2018-03-24,0.17376,0.10268,0,0,2.69984,0,3.28435,0,4.36772,2.64595,1.74627,8.57729,1.54686,17.03821,0.14294,0.25418,1.14127,0.66317,2.97588,1.10312,0.76388,0.65972
2018-03-25,0.12769,0.08819,0,0,2.22339,0,2.20397,0.73465,4.21255,2.13046,1.72059,10.58038,1.52411,18.33484,0.1288,0.29272,0.95619,0.90993,2.15495,1.48794,0.55555,0.27777
2018-03-26,0.18956,0.18956,11.42857,27.14285,2.27633,0.52938,1.46931,0.60501,8.72506,6.21837,4.80225,7.03646,4.25386,22.52047,0.13953,0.38981,0.95619,1.58852,3.77116,4.66906,3.125,2.60416
2018-03-27,0.20272,0.19746,17.14285,25.71428,0.847,0.847,0.82108,0.99394,8.37382,5.43863,3.74935,3.54391,3.3212,14.8999,0.08245,0.36688,0.33929,1.00246,1.53925,2.95023,4.40972,2.5
2018-03-28,0.20404,0.16718,11.42857,31.42857,2.75277,0,5.14261,0.69144,9.50901,6.10605,4.18592,4.2116,3.70791,15.58234,0.09708,0.50544,0.50894,1.29549,1.97537,2.87326,4.54861,2.8125
2018-03-29,0.17508,0.16586,25.71428,32.85714,1.05876,0.37056,0.8643,1.03716,9.30288,5.20264,4.69953,2.92758,4.16287,12.26114,0.0805,0.4025,0.2776,0.77112,1.97537,1.94971,3.88888,2.53472
2018-03-30,0.10136,0.1448,7.14285,21.42857,0.68819,0.52938,0.47536,0.64822,9.19868,4.66053,6.16332,2.46533,5.4595,9.55414,0.06147,0.41469,0.2776,0.87908,1.12878,2.05233,3.02083,2.04861
2018-03-31,0.09741,0.10794,0,0,0.37056,0,0,0.3025,5.74702,1.78052,1.82331,2.51669,1.6151,6.68789,0.03024,0.21466,0.20049,0.29302,0.38481,0.69266,0.79861,0.59027
2018-04-01,0.08425,0.06582,0,0,0.26469,0,0.34572,0.25929,4.73389,1.76202,2.18284,2.74781,1.93357,8.96269,0.02536,0.22149,0.15422,0.2776,0.69266,0.84658,0.45138,0.625
2018-04-02,0.99257,0.77931,28.57142,20,0.79407,0.4235,1.03716,0.95073,13.24568,5.04585,9.6302,3.64663,8.53048,13.26205,0.05415,0.35664,0.07711,0.46267,0.59004,1.61621,3.09027,2.43055
2018-04-03,0.21062,0.2093,10,25.71428,1.27051,0.58231,1.33967,0.64822,11.38011,5.35845,6.29173,4.10888,5.57324,13.42129,0.10294,0.34541,0.30845,0.87908,1.30836,1.51359,3.64583,2.53472
2018-04-04,0.21194,0.18561,40,22.85714,3.38803,0.68819,4.66724,0,10.00438,5.95056,10.70878,4.46841,9.48589,20.10919,0.09757,0.38981,0.66317,0.78655,1.41097,1.92406,3.15972,2.70833
2018-04-05,0.16586,0.16981,20,7.14285,0.847,0.63525,1.16681,0.64822,9.55608,5.2734,5.21314,2.92758,4.61783,13.2848,0.07123,0.41128,0.53979,0.64774,1.00051,1.8984,3.40277,1.875
2018-04-06,0.1369,0.15007,21.42857,10,1.05876,0.89994,2.03111,0.8643,8.7968,5.18446,3.21006,2.67077,2.84349,11.69244,0.06537,0.27467,0.2776,0.55521,1.00051,1.43663,3.95833,2.53472
2018-04-07,0.13295,0.09214,0,10,0.4235,0,0.60501,0,4.42388,2.17266,1.74627,3.31278,1.54686,9.30391,0.05122,0.21125,0.23133,0.32387,0.667,0.56439,0.86805,0.79861
2018-04-08,0.12769,0.09873,15.71428,10,0.52938,0,0.25929,0.25929,4.46121,2.09767,1.79763,3.82639,1.59235,11.28298,0.03073,0.30443,0.23133,0.24676,0.38481,0.41046,1.38888,0.52083
2018-04-09,0.24221,0.21062,27.14285,28.57142,0.52938,0.26469,0.47536,0.90751,8.79972,5.55257,8.55161,3.26142,7.57506,13.42129,0.05073,0.31321,0.26218,0.64774,0.64135,1.94971,5.13888,2.25694
2018-04-10,0.20667,0.29882,30,25.71428,3.7586,0.74113,1.85825,1.46931,9.60672,5.6597,2.74781,2.08012,2.43403,11.46496,0.06781,0.34249,0.2776,0.81739,0.43612,1.69317,4.93055,2.46527
2018-04-11,0.23958,0.2488,18.57142,38.57142,0.74113,0.52938,0.73465,1.38288,8.18944,5.29288,2.51669,2.61941,2.22929,10.85077,0.07367,0.32102,0.23133,0.43183,0.76962,1.69317,3.68055,2.11805
2018-04-12,0.25406,0.233,27.14285,35.71428,0.79407,0.37056,1.33967,0.73465,8.02941,5.28087,3.10734,2.69645,2.7525,10.21383,0.06732,0.33663,0.4164,0.38556,0.9492,1.41097,3.40277,2.22222
2018-04-13,0.19482,0.2567,27.14285,32.85714,1.05876,0.63525,0.77787,0.99394,7.2026,5.02345,8.52593,2.31124,7.55232,8.32575,0.03854,0.33175,0.30845,0.46267,0.667,1.48794,3.54166,2.22222
2018-04-14,0.12242,0.11189,0,15.71428,0.95288,0.26469,0,0.69144,4.74136,1.98665,2.13148,2.38828,1.88808,7.75705,0.03024,0.23906,0.10795,0.23133,0.17957,0.38481,1.04166,0.90277
2018-04-15,0.08688,0.11847,20,21.42857,0.63525,0,0,0.43215,3.98889,1.81785,2.33692,2.97894,2.07006,9.16742,0.02927,0.22052,0,0.09253,0.15392,0.28219,1.14583,0.90277
2018-04-16,0.16323,0.19877,40,38.57142,0.68819,0.63525,0.3025,1.08038,8.63254,4.90918,4.10888,2.82485,3.63967,13.08007,0.04878,0.3098,0.20049,0.57063,0.53873,1.46228,3.64583,2.43055
2018-04-17,0.20272,0.19746,34.28571,31.42857,1.00582,0.52938,0.77787,1.16681,7.98493,5.00137,3.44119,2.74781,3.04822,9.12192,0.05464,0.3781,0.18507,0.29302,0.76962,1.8984,3.99305,2.8125
2018-04-18,0.19219,0.23037,44.28571,44.28571,1.32345,0.847,0.8643,1.25324,11.02205,5.38183,3.36414,2.33692,2.97998,12.07916,0.05561,0.39323,0.44725,0.70943,0.97485,1.8984,4.13194,2.91666
2018-04-19,0.18298,0.18429,24.28571,32.85714,2.06458,1.05876,1.46931,1.29645,8.22969,5.75481,3.59527,2.64509,3.18471,12.32939,0.0561,0.35176,0.32387,0.72486,1.2827,3.54027,4.40972,3.57638
2018-04-20,0.17245,0.17113,17.14285,31.42857,0.4235,0.68819,0.47536,1.16681,7.29545,4.81602,2.20852,2.43965,1.95632,8.59872,0.06586,0.33322,0.16964,0.49352,0.46177,1.59055,3.50694,3.15972
2018-04-21,0.11847,0.11979,42.85714,31.42857,0.4235,0,0.60501,0.47536,3.79282,1.95419,1.23266,2.3626,1.0919,6.98362,0.02195,0.21857,0,0.07711,0.43612,0.38481,1.00694,1.52777
2018-04-22,0.08161,0.12374,11.42857,27.14285,0,0,0,0,4.00155,1.93699,1.41242,3.82639,1.25113,8.53048,0.02439,0.23759,0.12338,0.10795,0.41046,0.15392,0.9375,2.08333
2018-04-23,0.17376,0.18956,31.42857,34.28571,1.79989,0.52938,2.03111,0.99394,7.87359,5.47759,3.51823,3.59527,3.11646,13.2393,0.06342,0.35664,0.20049,0.43183,1.07747,1.97537,4.375,3.71527
2018-04-24,0.19614,0.19351,45.71428,30,1.42932,0.52938,0.8643,0.73465,8.33519,5.33541,3.56959,3.26142,3.16196,12.82984,0.06635,0.49178,0.33929,0.55521,0.74397,1.87275,4.54861,3.68055
2018-04-25,0.22379,0.337,28.57142,48.57142,2.01164,0.37056,2.24719,0.73465,8.44459,5.3182,4.75089,4.0832,4.20837,15.80982,0.0922,0.37371,0.6169,0.52436,1.66752,1.77013,3.88888,3.81944
2018-04-26,0.16718,0.30014,21.42857,32.85714,0.89994,0.4235,0.82108,1.51253,8.36376,5.09844,6.65125,3.18438,5.89171,11.41947,0.05171,0.32736,0.23133,0.6169,0.6157,1.33401,3.88888,3.54166
2018-04-27,0.09741,0.19614,8.57142,11.42857,0.847,1.37638,0.38893,2.20397,7.99889,8.26151,9.45043,3.54391,8.37124,13.55777,0.04878,0.24686,0.12338,1.21838,0.30785,1.41097,3.88888,3.85416
2018-04-28,0.10794,0.0803,0,7.14285,0.52938,0,0.21607,1.03716,4.3054,2.46514,1.79763,4.10888,1.59235,9.57688,0.01805,0.17173,0.10795,0.35471,0.15392,0.53873,0.86805,1.31944
2018-04-29,0.08425,0.05792,0,0,0.4235,0,0,0.38893,4.45212,2.09962,1.64355,4.72521,1.45586,8.8262,0.01658,0.181,0.16964,0.32387,0.41046,0.25654,0.72916,1.31944
2018-04-30,0.14743,0.14612,20,17.14285,1.21757,0.74113,1.16681,1.38288,8.69649,6.97667,3.98048,5.03338,3.52593,20.35941,0.04342,0.28833,0.24676,1.21838,1.18009,1.94971,3.92361,4.375
2018-05-01,0.11847,0.35806,0,7.14285,0.58231,0.74113,0.3025,0.64822,6.03561,5.58504,1.82331,4.95634,1.6151,13.26205,0.0278,0.27516,0.18507,0.57063,0.71831,0.9492,2.04861,2.32638
2018-05-02,0.20667,1.15449,20,24.28571,1.90577,1.00582,1.4261,1.03716,8.36441,6.43586,3.67231,3.77503,3.25295,14.39945,0.04098,0.3098,0.15422,0.58605,0.92355,1.46228,6.14583,4.61805
2018-05-03,0.19351,1.04918,22.85714,38.57142,1.5352,0.58231,1.16681,1.33967,7.8895,5.6201,3.26142,3.23574,2.88898,13.01182,0.05269,0.29955,0.21591,0.53979,0.84658,1.2314,4.44444,4.34027
2018-05-04,0.16191,0.61081,27.14285,22.85714,1.64107,0.847,1.59896,0.8643,7.00589,5.9327,5.16178,3.33846,4.57233,13.67151,0.05708,0.2615,0.35471,0.6169,1.20574,1.8471,5.38194,8.36805
